airline_code,origin_ap_code,dest_ap_code,equipment
AB,FDH,IBZ,320
AB,FDH,PMI,320
AB,FKB,PMI,320
AB,FKB,TXL,73G
AB,FLR,DUS,DH4
AB,FLR,STR,DH4
AB,FLR,VIE,DH4
AB,FMM,CLY,320
AB,FMO,AYT,738
AB,FMO,CFU,738
AB,FMO,IBZ,738
AB,FMO,PMI,738
AB,FNC,DUS,738
AB,FNC,LEJ,738
AB,FNC,MUC,738
AB,FNC,TXL,332
AB,FNC,VIE,321
AB,FNC,ZRH,320
AB,FRA,ALC,320
AB,FRA,AMM,319
AB,FRA,AUH,332
AB,FRA,BEG,319
AB,FRA,CFU,320
AB,FRA,CTA,320
AB,FRA,DME,319
AB,FRA,GCI,DH4
AB,FRA,HEL,E90
AB,FRA,IBZ,320
AB,FRA,LCY,E70
AB,FRA,MAD,32A
AB,FRA,PMI,320
AB,FRA,RIX,735
AB,FRA,TXL,320
AB,FRA,VIE,E90
AB,FUE,CGN,738
AB,FUE,DUS,738
AB,FUE,HAM,738
AB,FUE,LEJ,738
AB,FUE,MUC,738
AB,FUE,NUE,738
AB,FUE,SZG,320
AB,FUE,TXL,321
AB,FUE,VIE,321
AB,FUE,ZRH,320
AB,GCI,DUS,DH4
AB,GCI,JER,DH4
AB,GDN,TXL,DH4
AB,GOT,TXL,73G
AB,GRZ,HER,320
AB,GRZ,PMI,320
AB,GRZ,TFS,320
AB,GRZ,TXL,319
AB,GVA,MAD,320
AB,GWT,DUS,DH4
AB,GWT,MUC,DH4
AB,GWT,STR,DH4
AB,GWT,TXL,DH4
AB,GWT,ZRH,73G
AB,HAJ,IBZ,738
AB,HAJ,JER,DH4
AB,HAM,ACE,320
AB,HAM,AGP,320
AB,HAM,ALC,320
AB,HAM,AYT,320
AB,HAM,CFU,320
AB,HAM,DUS,319
AB,HAM,FUE,738
AB,HAM,HEL,E90
AB,HAM,IBZ,320
AB,HAM,KGS,738
AB,HAM,LPA,320
AB,HAM,MUC,320
AB,HAM,RIX,DH4
AB,HAM,SZG,320
AB,HAM,TFS,320
AB,HEL,DUS,E90
AB,HEL,FRA,E90
AB,HEL,HAM,E90
AB,HEL,MUC,319
AB,HEL,VIE,320
AB,HEL,ZRH,319
AB,HER,BSL,320
AB,HER,DRS,738
AB,HER,GRZ,320
AB,HER,LEJ,738
AB,HER,LNZ,321
AB,HER,NUE,738
AB,HER,SZG,321
AB,HER,ZRH,320
AB,HKT,AUH,332
AB,HRG,CGN,738
AB,HRG,DRS,738
AB,HRG,DUS,738
AB,HRG,LEJ,738
AB,HRG,NUE,738
AB,HRG,TXL,321
AB,IBZ,BSL,320
AB,IBZ,FDH,320
AB,IBZ,FMO,738
AB,IBZ,FRA,320
AB,IBZ,HAJ,738
AB,IBZ,HAM,320
AB,IBZ,MUC,738
AB,IBZ,NUE,738
AB,IBZ,PAD,738
AB,IBZ,PMI,320
AB,IBZ,ZRH,320
AB,INN,PMI,320
AB,JER,DUS,73G
AB,JER,FRA,DH4
AB,JER,HAJ,DH4
AB,JER,STR,DH4
AB,JMK,VIE,320
AB,JTR,VIE,321
AB,KGD,TXL,DH4
AB,KGS,DUS,738
AB,KGS,HAM,738
AB,KGS,LEJ,738
AB,KGS,MUC,738
AB,KGS,TXL,320
AB,KLX,VIE,320
AB,KRK,TXL,DH4
AB,KVA,DUS,738
AB,KVA,MUC,738
AB,LCA,VIE,320
AB,LCY,FRA,E70
AB,LCY,ZRH,E90
AB,LED,TXL,73G
AB,LEI,PMI,738
AB,LEJ,ACE,738
AB,LEJ,AYT,738
AB,LEJ,FNC,738
AB,LEJ,FUE,738
AB,LEJ,HER,738
AB,LEJ,HRG,738
AB,LEJ,KGS,738
AB,LEJ,PMI,738
AB,LEJ,TFS,738
AB,LGW,SZG,734
AB,LHR,ORY,320
AB,LNZ,HER,321
AB,LNZ,PMI,320
AB,LPA,BSL,320
AB,LPA,DUS,332
AB,LPA,HAM,320
AB,LPA,MUC,738
AB,LPA,NUE,738
AB,LPA,SZG,320
AB,LPA,TXL,321
AB,LPA,VIE,320
AB,MAD,FRA,32A
AB,MAD,GVA,319
AB,MAD,MUC,319
AB,MAD,TXL,738
AB,MAD,VIE,320
AB,MAD,ZRH,319
AB,MAH,CGN,738
AB,MAH,DUS,738
AB,MAH,MUC,738
AB,MAH,PMI,320
AB,MAH,TXL,738
AB,MJT,DUS,738
AB,MJT,MUC,320
AB,MLA,VIE,E90
AB,MUC,ACE,738
AB,MUC,AGP,738
AB,MUC,ALC,320
AB,MUC,AMM,319
AB,MUC,AOK,320
AB,MUC,AUH,346
AB,MUC,AYT,321
AB,MUC,BDS,73G
AB,MUC,CAG,320
AB,MUC,CFU,321
AB,MUC,CGN,73G
AB,MUC,CTA,320
AB,MUC,DME,738
AB,MUC,DUS,738
AB,MUC,FAO,738
AB,MUC,FNC,738
AB,MUC,FUE,738
AB,MUC,GWT,DH4
AB,MUC,HAM,320
AB,MUC,HEL,319
AB,MUC,IBZ,738
AB,MUC,KGS,738
AB,MUC,KVA,738
AB,MUC,LPA,738
AB,MUC,MAD,319
AB,MUC,MAH,738
AB,MUC,MJT,320
AB,MUC,NAP,320
AB,MUC,NBE,320
AB,MUC,OLB,73G
AB,MUC,PMI,738
AB,MUC,PUJ,332
AB,MUC,PVK,320
AB,MUC,RHO,738
AB,MUC,RIX,73C
AB,MUC,SAW,738
AB,MUC,SMI,320
AB,MUC,TFS,738
AB,MUC,TXL,738
AB,MUC,VIE,E90
AB,MUC,ZTH,738
AB,MXP,TXL,738
AB,MXP,VIE,E90
AB,NAP,DUS,738
AB,NAP,MUC,320
AB,NAP,TXL,320
AB,NAP,ZRH,320
AB,NBE,CGN,738
AB,NBE,DRS,738
AB,NBE,DUS,738
AB,NBE,MUC,320
AB,NBE,NUE,738
AB,NBE,TXL,738
AB,NCE,DUS,319
AB,NCE,VIE,E90
AB,NUE,AYT,738
AB,NUE,DJE,738
AB,NUE,FUE,738
AB,NUE,HER,738
AB,NUE,HRG,738
AB,NUE,IBZ,738
AB,NUE,KGS,738
AB,NUE,LPA,738
AB,NUE,NBE,738
AB,NUE,OLB,738
AB,NUE,PMI,738
AB,NUE,RHO,738
AB,NUE,SAW,738
AB,NUE,SMI,738
AB,NUE,SPU,DH4
AB,NUE,TFS,738
AB,NUE,VIE,DH4
AB,OLB,MUC,73G
AB,OLB,NUE,738
AB,OLB,TXL,320
AB,OLB,VIE,320
AB,OLB,ZRH,320
AB,ORY,LHR,319
AB,ORY,TXL,738
AB,OSL,TXL,319
AB,OTP,TXL,320
AB,PAD,AYT,738
AB,PAD,IBZ,738
AB,PAD,PMI,738
AB,PDL,DUS,738
AB,PEK,NGO,332
AB,PEK,TXL,330
AB,PMI,AGP,320
AB,PMI,ALC,321
AB,PMI,BIO,320
AB,PMI,BRE,320
AB,PMI,BSL,320
AB,PMI,CPH,738
AB,PMI,DRS,738
AB,PMI,FAO,738
AB,PMI,FDH,320
AB,PMI,FKB,320
AB,PMI,FMO,738
AB,PMI,FRA,321
AB,PMI,GRZ,320
AB,PMI,IBZ,320
AB,PMI,INN,320
AB,PMI,LEI,738
AB,PMI,LEJ,738
AB,PMI,LNZ,320
AB,PMI,MAH,320
AB,PMI,MUC,320
AB,PMI,NUE,738
AB,PMI,PAD,320
AB,PMI,SCN,73G
AB,PMI,SVQ,738
AB,PMI,SZG,320
AB,PMI,VIE,321
AB,PMI,VLC,738
AB,PMI,XRY,320
AB,PMI,ZRH,738
AB,POP,DUS,332
AB,PUJ,DUS,332
AB,PUJ,MUC,332
AB,PVK,DUS,321
AB,PVK,MUC,320
AB,PVK,VIE,E90
AB,RHO,DRS,738
AB,RHO,DUS,738
AB,RHO,MUC,738
AB,RHO,NUE,738
AB,RHO,TXL,320
AB,RHO,VIE,320
AB,RIX,DUS,DH4
AB,RIX,FRA,735
AB,RIX,HAM,DH4
AB,RIX,MUC,73C
AB,RIX,TXL,DH4
AB,RMF,DUS,321
AB,SAW,DUS,738
AB,SAW,MUC,738
AB,SAW,NUE,738
AB,SAW,SXF,738
AB,SCN,PMI,73G
AB,SCN,TXL,73G
AB,SIN,AUH,332
AB,SIN,BNE,332
AB,SKG,TXL,319
AB,SKG,VIE,E90
AB,SMI,DUS,320
AB,SMI,MUC,320
AB,SMI,NUE,738
AB,SMI,TXL,320
AB,SOF,TXL,73G
AB,SPC,DUS,321
AB,SPU,NUE,DH4
AB,STN,DUS,DH4
AB,STR,ALC,320
AB,STR,AYT,738
AB,STR,DUS,DH4
AB,STR,FLR,DH4
AB,STR,GWT,DH4
AB,STR,JER,DH4
AB,STR,VCE,320
AB,SUF,ZRH,320
AB,SVQ,PMI,738
AB,SXF,SAW,738
AB,SZG,ACE,320
AB,SZG,CLY,320
AB,SZG,DUS,DH4
AB,SZG,HAM,320
AB,SZG,HER,321
AB,SZG,LGW,734
AB,SZG,LPA,320
AB,SZG,PMI,320
AB,SZG,TFS,320
AB,SZG,TXL,319
AB,SZG,VIE,320
AB,TFS,BSL,320
AB,TFS,CGN,738
AB,TFS,DRS,738
AB,TFS,DUS,332
AB,TFS,GRZ,320
AB,TFS,HAM,320
AB,TFS,LEJ,738
AB,TFS,MUC,738
AB,TFS,NUE,738
AB,TFS,SZG,320
AB,TFS,TXL,321
AB,TFS,VIE,320
AB,TFS,ZRH,320
AB,TXL,ACE,321
AB,TXL,ALC,320
AB,TXL,AMM,320
AB,TXL,ARN,738
AB,TXL,AUH,332
AB,TXL,AYT,320
AB,TXL,BCN,738
AB,TXL,BEG,319
AB,TXL,BRI,738
AB,TXL,BUD,73G
AB,TXL,CFU,320
AB,TXL,CPH,319
AB,TXL,DME,738
AB,TXL,DUS,738
AB,TXL,FAO,321
AB,TXL,FKB,73G
AB,TXL,FNC,332
AB,TXL,FRA,738
AB,TXL,FUE,321
AB,TXL,GDN,DH4
AB,TXL,GOT,73G
AB,TXL,GRZ,319
AB,TXL,GWT,DH4
AB,TXL,HRG,321
AB,TXL,KGD,DH4
AB,TXL,KGS,320
AB,TXL,KRK,319
AB,TXL,LED,738
AB,TXL,LPA,321
AB,TXL,MAD,738
AB,TXL,MAH,738
AB,TXL,MUC,321
AB,TXL,MXP,738
AB,TXL,NAP,320
AB,TXL,NBE,738
AB,TXL,OLB,320
AB,TXL,ORY,738
AB,TXL,OSL,319
AB,TXL,OTP,320
AB,TXL,PEK,330
AB,TXL,RHO,320
AB,TXL,RIX,DH4
AB,TXL,SCN,73G
AB,TXL,SKG,319
AB,TXL,SMI,320
AB,TXL,SOF,73G
AB,TXL,SZG,319
AB,TXL,TFS,321
AB,TXL,VCE,320
AB,TXL,WAW,DH4
AB,TXL,ZRH,738
AB,VCE,STR,320
AB,VCE,TXL,320
AB,VIE,ACE,321
AB,VIE,AGP,321
AB,VIE,AMM,320
AB,VIE,ARN,E90
AB,VIE,BCN,320
AB,VIE,CDG,320
AB,VIE,CFU,320
AB,VIE,CHQ,320
AB,VIE,CPH,E90
AB,VIE,DUS,321
AB,VIE,FCO,E90
AB,VIE,FLR,DH4
AB,VIE,FNC,321
AB,VIE,FRA,E90
AB,VIE,HEL,320
AB,VIE,JMK,320
AB,VIE,JTR,321
AB,VIE,KLX,320
AB,VIE,LCA,320
AB,VIE,LPA,320
AB,VIE,MAD,320
AB,VIE,MLA,E90
AB,VIE,MUC,E90
AB,VIE,MXP,E90
AB,VIE,NCE,E90
AB,VIE,NUE,DH4
AB,VIE,OLB,320
AB,VIE,PMI,321
AB,VIE,PVK,E90
AB,VIE,RHO,320
AB,VIE,SKG,E90
AB,VIE,SZG,320
AB,VIE,TFS,320
AB,VIE,VLC,320
AB,VIE,VOL,320
AB,VIE,ZRH,321
AB,VIE,ZTH,320
AB,VLC,PMI,738
AB,VLC,VIE,320
AB,VOL,VIE,320
AB,VRA,DUS,332
AB,WAW,TXL,319
AB,XRY,PMI,320
AB,ZRH,ACE,320
AB,ZRH,ALC,320
AB,ZRH,CTA,320
AB,ZRH,DUS,319
AB,ZRH,FNC,320
AB,ZRH,FUE,320
AB,ZRH,GWT,73G
AB,ZRH,HEL,319
AB,ZRH,HER,320
AB,ZRH,IBZ,320
AB,ZRH,LCY,E90
AB,ZRH,MAD,319
AB,ZRH,NAP,320
AB,ZRH,OLB,320
AB,ZRH,PMI,738
AB,ZRH,SUF,320
AB,ZRH,TFS,320
AB,ZRH,TXL,319
AB,ZRH,VIE,321
AB,ZTH,DUS,738
AB,ZTH,MUC,738
AB,ZTH,VIE,320
AC,ABJ,BRU,333
AC,ADD,JED,333
AC,AMS,CPH,319
AC,ANU,YYZ,320
AC,ATL,DEN,CR7
AC,ATL,YYZ,CRA
AC,AUA,YYZ,319
AC,AUH,YYZ,77W
AC,AZS,YUL,320
AC,AZS,YYZ,319
AC,BCN,YYZ,763
AC,BDA,YYZ,319
AC,BDL,YUL,BEH
AC,BDL,YYZ,BEH
AC,BGI,YYZ,319
AC,BJM,NBO,332
AC,BNA,YYZ,CRJ
AC,BOG,YYZ,763
AC,BOS,YHZ,CRJ
AC,BOS,YOW,DH1
AC,BOS,YUL,CRJ
AC,BOS,YYZ,E90
AC,BRU,BJM,332
AC,BRU,COO,332
AC,BRU,DKR,333
AC,BRU,DLA,333
AC,BRU,KGL,332
AC,BRU,LAD,333
AC,BRU,OUA,333
AC,BRU,YUL,333
AC,BWI,YYZ,DH1
AC,CCC,YYZ,319
AC,CDG,YUL,77W
AC,CDG,YYZ,77W
AC,CKY,DKR,333
AC,CLE,YYZ,DH1
AC,CMH,YYZ,DH1
AC,COO,ABJ,332
AC,CPH,AMS,319
AC,CPH,OSL,321
AC,CPH,VNO,M80
AC,CPH,WAW,M80
AC,CPH,YYZ,763
AC,CUN,YUL,319
AC,CUN,YYC,319
AC,CUN,YYZ,319
AC,CVG,YYZ,CRJ
AC,CZM,YUL,319
AC,DCA,YOW,CRJ
AC,DEN,ATL,CR7
AC,DEN,MSY,738
AC,DEN,YEG,CRJ
AC,DEN,YMM,CR7
AC,DEN,YQR,CRJ
AC,DEN,YUL,E90
AC,DEN,YVR,319
AC,DEN,YWG,ERJ
AC,DEN,YXE,ERJ
AC,DEN,YYC,CRJ
AC,DEN,YYZ,E90
AC,DKR,BRU,333
AC,DKR,CKY,333
AC,DLA,BRU,333
AC,DOH,FRA,333
AC,DTW,YYZ,CRJ
AC,DUB,YYZ,763
AC,EBB,BRU,332
AC,EWR,MSY,319
AC,EWR,YEG,319
AC,EWR,YUL,CRJ
AC,EWR,YVR,319
AC,EWR,YYC,E90
AC,EWR,YYZ,E75
AC,EZE,SCL,763
AC,FCO,YYZ,333
AC,FDF,YUL,319
AC,FLL,YUL,320
AC,FLL,YYZ,320
AC,FRA,DOH,333
AC,FRA,JED,333
AC,FRA,LCA,319
AC,FRA,NAP,321
AC,FRA,VLC,319
AC,FRA,VNO,321
AC,FRA,YOW,333
AC,FRA,YUL,333
AC,FRA,YVR,744
AC,FRA,YYC,77W
AC,FRA,YYZ,77W
AC,GCM,YYZ,E90
AC,GDN,CPH,M80
AC,GGT,YYZ,E90
AC,GND,YYZ,319
AC,GRU,YYZ,763
AC,GVA,YUL,333
AC,HAV,YYZ,E90
AC,HKG,YVR,77W
AC,HKG,YYZ,77L
AC,HND,YVR,763
AC,HNL,YVR,763
AC,HOG,YUL,319
AC,HOG,YYZ,319
AC,IAD,MSY,ERJ
AC,IAD,YOW,ERJ
AC,IAD,YUL,ERJ
AC,IAD,YYZ,ERJ
AC,IAH,MSY,CR7
AC,IAH,YEG,738
AC,IAH,YUL,E70
AC,IAH,YYC,CRA
AC,IAH,YYZ,CRA
AC,ICN,YVR,763
AC,IND,YYZ,CRJ
AC,IST,YYZ,763
AC,JED,ADD,333
AC,JED,FRA,333
AC,JED,IST,321
AC,KGL,EBB,332
AC,KGL,NBO,332
AC,KIN,YYZ,319
AC,LAS,YUL,763
AC,LAX,YLW,CR7
AC,LAX,YUL,319
AC,LCA,FRA,319
AC,LGA,YOW,CRJ
AC,LHR,YEG,763
AC,LHR,YHZ,763
AC,LHR,YOW,763
AC,LHR,YYT,319
AC,LIM,YYZ,763
AC,LIR,YYZ,319
AC,MBJ,YHZ,319
AC,MBJ,YUL,319
AC,MBJ,YYZ,319
AC,MCI,YYZ,CRJ
AC,MCO,YUL,319
AC,MDT,YYZ,BEH
AC,MEX,YVR,319
AC,MEX,YYZ,319
AC,MKE,YYZ,CRJ
AC,MSP,YYZ,CRA
AC,MSY,DEN,320
AC,MSY,EWR,738
AC,MSY,IAD,320
AC,MSY,IAH,319
AC,MSY,YYZ,CRA
AC,MUC,SOF,E95
AC,MUC,YUL,333
AC,MUC,YVR,333
AC,MUC,YYZ,77W
AC,NAP,FRA,320
AC,NAS,YYZ,319
AC,NBO,BRU,332
AC,NRT,YYC,763
AC,NRT,YYZ,77W
AC,OGG,YVR,763
AC,ORD,YEG,E70
AC,ORD,YHZ,ERJ
AC,ORD,YOW,ERJ
AC,ORD,YQB,ERJ
AC,ORD,YQR,CRJ
AC,ORD,YWG,ERJ
AC,ORD,YXU,CRJ
AC,OUA,BRU,333
AC,PAP,YUL,763
AC,PDX,YYC,CRJ
AC,PEK,YVR,330
AC,PEK,YYZ,77W
AC,PHX,YYZ,319
AC,PIT,YYZ,DH1
AC,PLS,YUL,319
AC,PLS,YYZ,E90
AC,POP,YHZ,319
AC,POP,YYZ,319
AC,PTP,YUL,319
AC,PUJ,YUL,319
AC,PUJ,YYZ,319
AC,PVG,YVR,763
AC,PVG,YYZ,77L
AC,PVR,YVR,319
AC,PVR,YYC,319
AC,RDU,YYZ,CRJ
AC,ROC,YYZ,BEH
AC,RSW,YYZ,320
AC,SAN,YYZ,319
AC,SCL,EZE,763
AC,SCL,YYZ,763
AC,SEA,YYZ,E90
AC,SFO,YEG,CR7
AC,SFO,YUL,319
AC,SFO,YVR,E90
AC,SFO,YYC,CR7
AC,SFO,YYJ,CRJ
AC,SFO,YYZ,320
AC,SJD,YYC,319
AC,SJO,YYZ,319
AC,SNU,YHZ,320
AC,SNU,YUL,319
AC,SNU,YYZ,319
AC,STL,YYZ,CRJ
AC,SYD,YVR,77L
AC,SYR,YYZ,BEH
AC,TPA,YYZ,319
AC,TRD,CPH,M80
AC,VIE,YYZ,763
AC,VLC,FRA,319
AC,VNO,CPH,M80
AC,VNO,FRA,320
AC,VRA,YUL,320
AC,VRA,YYC,319
AC,VRA,YYZ,319
AC,WAW,CPH,M80
AC,WAW,YYZ,788
AC,YAM,YYZ,DH1
AC,YBC,YUL,DH1
AC,YBC,YYY,DH1
AC,YBG,YUL,DH1
AC,YCD,YVR,DH3
AC,YCG,YVR,DH3
AC,YCG,YYC,DH3
AC,YDF,YHZ,CRJ
AC,YDF,YYR,BEH
AC,YDF,YYT,BEH
AC,YDF,YYZ,E90
AC,YEG,DEN,CR7
AC,YEG,EWR,319
AC,YEG,IAH,738
AC,YEG,LHR,763
AC,YEG,ORD,E70
AC,YEG,SFO,CR7
AC,YEG,YMM,DH4
AC,YEG,YOW,E90
AC,YEG,YQR,DH3
AC,YEG,YQU,DH3
AC,YEG,YUL,320
AC,YEG,YVR,E90
AC,YEG,YWG,CRJ
AC,YEG,YXE,DH3
AC,YEG,YYZ,320
AC,YFC,YHZ,BEH
AC,YFC,YOW,DH1
AC,YFC,YUL,DH1
AC,YFC,YYZ,DH4
AC,YGK,YYZ,BEH
AC,YGP,YGR,DH3
AC,YGP,YQB,DH1
AC,YGR,YGP,DH1
AC,YHZ,BOS,CRJ
AC,YHZ,LHR,763
AC,YHZ,ORD,ERJ
AC,YHZ,YDF,DH1
AC,YHZ,YFC,BEH
AC,YHZ,YOW,E90
AC,YHZ,YQM,BEH
AC,YHZ,YQX,CRJ
AC,YHZ,YQY,DH1
AC,YHZ,YSJ,BEH
AC,YHZ,YUL,320
AC,YHZ,YYG,BEH
AC,YHZ,YYR,CRJ
AC,YHZ,YYT,E90
AC,YHZ,YYZ,E90
AC,YKA,YYC,DH3
AC,YLW,LAX,CR7
AC,YLW,YYC,DH3
AC,YMM,DEN,CR7
AC,YMM,YEG,DH4
AC,YMM,YVR,CRJ
AC,YMM,YYC,CRA
AC,YMM,YYZ,E90
AC,YOW,BOS,DH1
AC,YOW,DCA,CRJ
AC,YOW,FRA,333
AC,YOW,IAD,ERJ
AC,YOW,LGA,CRJ
AC,YOW,LHR,763
AC,YOW,ORD,ERJ
AC,YOW,YEG,E90
AC,YOW,YFC,DH1
AC,YOW,YHZ,E90
AC,YOW,YQB,DH1
AC,YOW,YQM,CRJ
AC,YOW,YUL,E90
AC,YOW,YVR,320
AC,YOW,YWG,CRA
AC,YOW,YXU,DH1
AC,YOW,YYC,E90
AC,YOW,YYT,CRA
AC,YOW,YYZ,320
AC,YPR,YVR,DH3
AC,YQB,ORD,ERJ
AC,YQB,YGP,DH3
AC,YQB,YOW,DH1
AC,YQB,YYZ,DH4
AC,YQB,YZV,DH1
AC,YQF,YYC,BEH
AC,YQG,YYZ,319
AC,YQL,YYC,BEH
AC,YQM,YHZ,BEH
AC,YQM,YOW,CRJ
AC,YQM,YUL,DH4
AC,YQM,YYZ,DH4
AC,YQR,DEN,CRJ
AC,YQR,ORD,CRJ
AC,YQR,YEG,DH3
AC,YQR,YVR,CRJ
AC,YQR,YWG,CRJ
AC,YQR,YYC,DH4
AC,YQR,YYZ,E90
AC,YQT,YWG,CRJ
AC,YQT,YYZ,CRJ
AC,YQU,YEG,DH3
AC,YQU,YYC,DH3
AC,YQX,YHZ,CRA
AC,YQX,YYR,BEH
AC,YQX,YYT,BEH
AC,YQY,YHZ,DH1
AC,YQY,YYZ,CRJ
AC,YSB,YYZ,DH1
AC,YSJ,YHZ,BEH
AC,YSJ,YUL,DH1
AC,YSJ,YYZ,DH4
AC,YTS,YYZ,DH1
AC,YTZ,YUL,DH4
AC,YUL,AZS,320
AC,YUL,BDL,BEH
AC,YUL,BOS,CRJ
AC,YUL,BRU,333
AC,YUL,CCC,319
AC,YUL,CDG,77W
AC,YUL,CUN,319
AC,YUL,CZM,319
AC,YUL,DEN,E90
AC,YUL,EWR,CRJ
AC,YUL,FDF,319
AC,YUL,FLL,320
AC,YUL,FRA,333
AC,YUL,GVA,333
AC,YUL,HOG,319
AC,YUL,IAD,CR7
AC,YUL,IAH,E70
AC,YUL,LAS,763
AC,YUL,LAX,319
AC,YUL,MBJ,319
AC,YUL,MCO,319
AC,YUL,MUC,333
AC,YUL,PAP,763
AC,YUL,PTP,319
AC,YUL,PUJ,319
AC,YUL,SFO,319
AC,YUL,SNU,319
AC,YUL,VRA,320
AC,YUL,YBC,DH1
AC,YUL,YBG,DH1
AC,YUL,YEG,320
AC,YUL,YFC,DH4
AC,YUL,YHZ,320
AC,YUL,YOW,E90
AC,YUL,YQM,DH4
AC,YUL,YSJ,DH1
AC,YUL,YTZ,DH4
AC,YUL,YVO,DH1
AC,YUL,YVR,321
AC,YUL,YWG,CRA
AC,YUL,YYC,E90
AC,YUL,YYG,DH4
AC,YUL,YYT,E90
AC,YUL,YYY,DH1
AC,YUL,YYZ,321
AC,YUL,YZV,DH1
AC,YUL,ZBF,DH3
AC,YUL,ZRH,330
AC,YUL,ZSA,319
AC,YUY,YVO,DH1
AC,YVO,YUL,DH1
AC,YVO,YUY,DH1
AC,YVR,AKL,772
AC,YVR,DEN,320
AC,YVR,EWR,319
AC,YVR,FRA,744
AC,YVR,HKG,77W
AC,YVR,HND,763
AC,YVR,HNL,763
AC,YVR,ICN,763
AC,YVR,MEX,319
AC,YVR,MUC,333
AC,YVR,OGG,763
AC,YVR,PEK,77W
AC,YVR,PVG,763
AC,YVR,PVR,319
AC,YVR,SFO,E90
AC,YVR,SYD,77L
AC,YVR,YCD,DH3
AC,YVR,YCG,DH3
AC,YVR,YEG,E90
AC,YVR,YMM,CRJ
AC,YVR,YOW,320
AC,YVR,YPR,DH3
AC,YVR,YQR,CRJ
AC,YVR,YUL,333
AC,YVR,YWG,E90
AC,YVR,YXE,CRJ
AC,YVR,YXJ,DH4
AC,YVR,YXS,DH4
AC,YVR,YXT,DH3
AC,YVR,YYC,E90
AC,YVR,YYD,DH3
AC,YVR,YYF,DH3
AC,YVR,YYZ,320
AC,YVR,YZP,DH3
AC,YWG,DEN,ERJ
AC,YWG,ORD,CRJ
AC,YWG,YEG,CRJ
AC,YWG,YOW,CRA
AC,YWG,YQR,CRJ
AC,YWG,YQT,CRJ
AC,YWG,YUL,CRA
AC,YWG,YVR,E90
AC,YWG,YXE,CRJ
AC,YWG,YYC,CRA
AC,YWG,YYZ,E90
AC,YWK,YYR,BEH
AC,YXC,YYC,BEH
AC,YXE,DEN,ERJ
AC,YXE,YEG,DH3
AC,YXE,YVR,CRJ
AC,YXE,YWG,CRJ
AC,YXE,YYC,DH4
AC,YXE,YYZ,E90
AC,YXH,YYC,BEH
AC,YXJ,YVR,DH4
AC,YXS,YVR,DH4
AC,YXT,YVR,DH3
AC,YXU,ORD,CRJ
AC,YXU,YOW,DH1
AC,YXU,YYZ,DH1
AC,YYB,YYZ,DH1
AC,YYC,CUN,319
AC,YYC,DEN,CRJ
AC,YYC,EWR,E90
AC,YYC,FRA,77W
AC,YYC,IAH,738
AC,YYC,NRT,763
AC,YYC,PDX,CRJ
AC,YYC,PVR,319
AC,YYC,SFO,CR7
AC,YYC,SJD,319
AC,YYC,VRA,319
AC,YYC,YCG,DH3
AC,YYC,YKA,DH3
AC,YYC,YLW,DH3
AC,YYC,YMM,DH4
AC,YYC,YOW,E90
AC,YYC,YQF,BEH
AC,YYC,YQL,BEH
AC,YYC,YQR,DH4
AC,YYC,YQU,DH3
AC,YYC,YUL,E90
AC,YYC,YVR,E90
AC,YYC,YWG,CRA
AC,YYC,YXC,BEH
AC,YYC,YXE,DH4
AC,YYC,YXH,BEH
AC,YYC,YYJ,DH4
AC,YYC,YYZ,321
AC,YYC,YZF,CRJ
AC,YYD,YVR,DH3
AC,YYF,YVR,DH3
AC,YYG,YHZ,BEH
AC,YYG,YUL,DH4
AC,YYG,YYZ,CRJ
AC,YYJ,SFO,CRJ
AC,YYJ,YYC,DH4
AC,YYJ,YYZ,320
AC,YYR,YDF,BEH
AC,YYR,YHZ,CRJ
AC,YYR,YQX,BEH
AC,YYR,YWK,BEH
AC,YYR,YYT,CRJ
AC,YYT,LHR,319
AC,YYT,YDF,BEH
AC,YYT,YHZ,E90
AC,YYT,YOW,CRA
AC,YYT,YQX,BEH
AC,YYT,YUL,E90
AC,YYT,YYR,CRJ
AC,YYT,YYZ,320
AC,YYY,YBC,DH1
AC,YYY,YUL,DH1
AC,YYZ,ANU,320
AC,YYZ,ATL,CRA
AC,YYZ,AUA,319
AC,YYZ,AUH,77W
AC,YYZ,AZS,319
AC,YYZ,BCN,763
AC,YYZ,BDA,319
AC,YYZ,BDL,BEH
AC,YYZ,BGI,319
AC,YYZ,BNA,CRJ
AC,YYZ,BOG,763
AC,YYZ,BOS,E90
AC,YYZ,BWI,DH1
AC,YYZ,CCC,319
AC,YYZ,CDG,77W
AC,YYZ,CLE,DH1
AC,YYZ,CMH,DH1
AC,YYZ,CPH,763
AC,YYZ,CUN,319
AC,YYZ,CVG,CRJ
AC,YYZ,DEN,E90
AC,YYZ,DTW,BEH
AC,YYZ,DUB,763
AC,YYZ,EWR,E75
AC,YYZ,FCO,333
AC,YYZ,FLL,320
AC,YYZ,FRA,77W
AC,YYZ,GCM,E90
AC,YYZ,GGT,E90
AC,YYZ,GND,319
AC,YYZ,GRU,763
AC,YYZ,HAV,E90
AC,YYZ,HKG,77L
AC,YYZ,HOG,319
AC,YYZ,IAD,CRJ
AC,YYZ,IAH,CRA
AC,YYZ,IND,CRJ
AC,YYZ,IST,77W
AC,YYZ,KIN,319
AC,YYZ,LIM,763
AC,YYZ,LIR,319
