airline_code,origin_ap_code,dest_ap_code,equipment
MU,LXA,DIG,737
MU,LXA,KMG,737
MU,LYA,DLC,733
MU,LYA,KMG,733
MU,LYA,PEK,320
MU,LYA,SHA,321
MU,LYG,HGH,EMB
MU,LYG,HKG,320
MU,LYG,PEK,319
MU,LYG,WUH,EMB
MU,LYI,HGH,320
MU,LYI,PEK,319
MU,LYI,PVG,320
MU,LZH,CSX,319
MU,LZH,PVG,320
MU,LZH,SHA,321
MU,LZH,SYX,EMB
MU,LZH,WUH,EMB
MU,LZO,HGH,737
MU,LZO,KMG,737
MU,LZO,PEK,737
MU,LZO,PVG,319
MU,MDG,TAO,320
MU,MWX,PVG,320
MU,NAO,KMG,319
MU,NAO,PVG,319
MU,NBS,TSN,738
MU,NGB,BKK,320
MU,NGB,CGO,320
MU,NGB,CJU,320
MU,NGB,XIY,320
MU,NGQ,KHG,319
MU,NKG,BAV,320
MU,NKG,CGO,320
MU,NKG,CIF,320
MU,NKG,ICN,321
MU,NKG,KHH,321
MU,NKG,LHW,320
MU,NKG,PVG,320
MU,NKG,SJW,319
MU,NKG,SYD,332
MU,NKG,TGO,320
MU,NKG,YCU,320
MU,NKG,ZYI,320
MU,NNG,HAN,737
MU,NNG,PNH,737
MU,NNG,SIN,320
MU,NNG,VTE,737
MU,PEK,HIA,320
MU,PEK,JIQ,737
MU,PEK,JNG,733
MU,PEK,LYA,320
MU,PEK,LYG,319
MU,PEK,LYI,319
MU,PEK,LZO,319
MU,PEK,SPN,333
MU,PNH,NNG,737
MU,PVG,ACX,319
MU,PVG,DAT,319
MU,PVG,DAX,319
MU,PVG,DPS,332
MU,PVG,HAN,321
MU,PVG,HDG,320
MU,PVG,HMI,320
MU,PVG,HNL,332
MU,PVG,HSN,319
MU,PVG,LYI,320
MU,PVG,LZH,320
MU,PVG,LZO,319
MU,PVG,MWX,320
MU,PVG,NAO,319
MU,PVG,NKG,320
MU,PVG,SGN,738
MU,PVG,SJW,320
MU,PVG,SVO,333
MU,PVG,TAE,321
MU,PVG,TNA,320
MU,PVG,XNN,319
MU,PVG,YBP,319
MU,REP,KMG,737
MU,SGN,PVG,738
MU,SHA,AQG,EMB
MU,SHA,HDG,320
MU,SHA,HIA,320
MU,SHA,JIU,320
MU,SHA,KOW,320
MU,SHA,LJG,737
MU,SHA,LYA,321
MU,SHA,LZH,321
MU,SHA,WUS,320
MU,SHA,XUZ,320
MU,SHA,YNZ,320
MU,SIN,NNG,320
MU,SIN,WUX,320
MU,SJW,LHW,320
MU,SJW,NKG,319
MU,SJW,PVG,320
MU,SJW,ZQZ,320
MU,SPN,PEK,333
MU,SVO,PVG,333
MU,SYD,NKG,332
MU,SYX,LZH,EMB
MU,SZX,JGS,320
MU,SZX,LLF,737
MU,TAE,PVG,321
MU,TAO,MDG,320
MU,TAO,WUX,320
MU,TCZ,JHG,733
MU,TCZ,LJG,733
MU,TGO,NKG,320
MU,TNA,HKG,319
MU,TNA,PVG,320
MU,TPE,TYN,738
MU,TSN,NBS,738
MU,TXN,HFE,320
MU,TYN,TPE,738
MU,TYN,YCU,737
MU,VTE,KMG,737
MU,VTE,NNG,737
MU,WNZ,CJU,320
MU,WUH,AQG,EMB
MU,WUH,CIH,EMB
MU,WUH,KHN,EMB
MU,WUH,LYG,EMB
MU,WUH,LZH,EMB
MU,WUH,XFN,EMB
MU,WUH,YCU,320
MU,WUH,ZYI,320
MU,WUS,SHA,320
MU,WUX,CSX,320
MU,WUX,HKG,320
MU,WUX,SIN,320
MU,WUX,TAO,320
MU,XFN,WUH,EMB
MU,XIC,KMG,737
MU,XIY,CGQ,320
MU,XIY,CZX,320
MU,XIY,GOQ,319
MU,XIY,JGN,320
MU,XIY,JGS,320
MU,XIY,JZH,319
MU,XIY,KHG,319
MU,XIY,NGB,320
MU,XIY,YNZ,320
MU,XNN,GOQ,319
MU,XNN,PVG,319
MU,XNN,YUS,319
MU,XUZ,SHA,320
MU,YBP,KMG,733
MU,YBP,PVG,319
MU,YCU,NKG,320
MU,YCU,TYN,737
MU,YCU,WUH,320
MU,YNT,HKG,320
MU,YNZ,CSX,733
MU,YNZ,HKG,320
MU,YNZ,SHA,320
MU,YNZ,XIY,320
MU,YUS,XNN,319
MU,ZAT,CKG,733
MU,ZQZ,SJW,320
MU,ZYI,NKG,320
MU,ZYI,WUH,320
MW,HNL,JHM,CNA
MW,HNM,OGG,CNA
MW,JHM,HNL,CNA
MW,JHM,KOA,CNA
MW,KOA,JHM,CNA
MW,LNY,MKK,CNA
MW,LNY,OGG,CNA
MW,MKK,OGG,CNA
MW,MUE,OGG,CNA
MW,OGG,HNM,CNA
MW,OGG,LNY,CNA
MW,OGG,MKK,CNA
MW,OGG,MUE,CNA
NF,AKL,VLI,738
NF,AUY,TAH,YN2
NF,AWD,FTA,YN2
NF,AWD,TAH,BNI
NF,BNE,SON,738
NF,BNE,VLI,738
NF,CCV,LNB,DHT
NF,CCV,NUS,YN2
NF,CCV,ULB,DHT
NF,DLY,IPA,YN2
NF,DLY,VLI,YN2
NF,EAE,VLI,BNI
NF,FTA,AWD,YN2
NF,FTA,TAH,YN2
NF,IPA,DLY,YN2
NF,IPA,TAH,YN2
NF,IPA,VLI,YN2
NF,LNB,CCV,DHT
NF,LNB,VLI,DHT
NF,LNE,LOD,DHT
NF,LNE,SON,YN2
NF,LNE,VLI,DHT
NF,LOD,LNE,DHT
NF,LOD,SON,DHT
NF,LPM,NUS,DHT
NF,LPM,VLI,DHT
NF,MTV,SLH,DHT
NF,MTV,TOH,DHT
NF,MTV,ZGU,YN2
NF,MWF,SON,DHT
NF,NOU,VLI,ATR
NF,NUS,CCV,DHT
NF,NUS,LPM,DHT
NF,NUS,SON,DHT
NF,NUS,SWJ,DHT
NF,NUS,VLI,YN2
NF,PBJ,ULB,DHT
NF,PBJ,VLI,DHT
NF,SLH,MTV,YN2
NF,SLH,SON,DHT
NF,SLH,TOH,DHT
NF,SON,BNE,738
NF,SON,LNE,YN2
NF,SON,LOD,DHT
NF,SON,MWF,DHT
NF,SON,NUS,DHT
NF,SON,SLH,DHT
NF,SON,SSR,DHT
NF,SON,VLI,ATR
NF,SON,WLH,DHT
NF,SON,ZGU,DHT
NF,SSR,SON,DHT
NF,SWJ,NUS,DHT
NF,SWJ,VLI,DHT
NF,SYD,VLI,738
NF,TAH,AUY,YN2
NF,TAH,AWD,YN2
NF,TAH,FTA,BNI
NF,TAH,IPA,YN2
NF,TAH,VLI,ATR
NF,TGH,VLI,BNI
NF,TOH,MTV,DHT
NF,TOH,SLH,DHT
NF,TOH,ZGU,DHT
NF,ULB,CCV,DHT
NF,ULB,PBJ,DHT
NF,ULB,VLI,YN2
NF,VLI,AKL,738
NF,VLI,BNE,738
NF,VLI,CCV,YN2
NF,VLI,DLY,YN2
NF,VLI,EAE,BNI
NF,VLI,IPA,YN2
NF,VLI,LNB,DHT
NF,VLI,LNE,DHT
NF,VLI,LPM,DHT
NF,VLI,NOU,ATR
NF,VLI,NUS,YN2
NF,VLI,PBJ,DHT
NF,VLI,SON,ATR
NF,VLI,SWJ,DHT
NF,VLI,SYD,738
NF,VLI,TAH,ATR
NF,VLI,TGH,BNI
NF,VLI,VLS,BNI
NF,VLS,VLI,BNI
NF,WLH,SON,DHT
NF,ZGU,MTV,DHT
NF,ZGU,SON,DHT
NF,ZGU,TOH,DHT
NH,AKJ,NGO,737
NH,AKL,NRT,763
NH,AXT,NGO,DH8
NH,BKK,NGO,773
NH,CJU,FUK,320
NH,CTS,GUM,738
NH,CTS,HKD,DH8
NH,CTS,KUH,737
NH,CTS,OKA,737
NH,CTS,SHB,DH8
NH,CTS,WKJ,DH8
NH,DEN,NRT,788
NH,EWR,NRT,777
NH,FOC,KIX,320
NH,FUJ,FUK,DH8
NH,FUJ,NGS,DH2
NH,FUK,CJU,320
NH,FUK,FUJ,DH8
NH,FUK,GUM,738
NH,FUK,ISG,735
NH,FUK,SIN,333
NH,FUK,TSJ,735
NH,GUM,CTS,738
NH,GUM,FUK,738
NH,GUM,OKJ,73G
NH,GUM,SDJ,73G
NH,HAC,HND,738
NH,HAN,HND,763
NH,HIJ,ICN,321
NH,HIJ,OKA,767
NH,HKD,CTS,DH8
NH,HKD,KIX,737
NH,HKD,NGO,320
NH,HND,HAC,738
NH,HND,HAN,763
NH,HND,HSG,320
NH,HND,ISG,737
NH,HND,IWJ,320
NH,HND,IWK,737
NH,HND,MBE,738
NH,HND,MNL,788
NH,HND,NTQ,737
NH,HND,OIM,737
NH,HND,ONJ,738
NH,HND,SHB,738
NH,HND,SYO,320
NH,HND,TOY,767
NH,HND,TTJ,738
NH,HND,WKJ,737
NH,HSG,HND,737
NH,IAD,NRT,777
NH,IAH,NRT,777
NH,ICN,HIJ,321
NH,ICN,KMI,321
NH,ICN,KMJ,321
NH,ICN,MYJ,321
NH,ICN,SDJ,321
NH,ICN,TAK,321
NH,ICN,TOY,321
NH,ICN,YGJ,321
NH,IKI,NGS,DH2
NH,ISG,FUK,735
NH,ISG,HND,737
NH,ISG,MMY,735
NH,ISG,NGO,737
NH,IST,KIX,332
NH,IST,NRT,332
NH,ITM,KCZ,DH8
NH,IWJ,HND,320
NH,IWK,HND,737
NH,KCZ,ITM,DH8
NH,KIJ,NGO,DH8
NH,KIJ,NRT,DH8
NH,KIJ,OKA,735
NH,KIX,FOC,320
NH,KIX,HKD,737
NH,KIX,IST,332
NH,KIX,SFO,777
NH,KIX,SIN,333
NH,KIX,WUX,738
NH,KMI,ICN,321
NH,KMI,NGO,737
NH,KMI,OKA,737
NH,KMJ,ICN,321
NH,KMJ,NGO,320
NH,KMJ,OKA,737
NH,KOJ,OKA,735
NH,KUH,CTS,737
NH,MBE,HND,738
NH,MMB,NGO,735
NH,MMY,ISG,735
NH,MNL,HND,788
NH,MYJ,ICN,321
NH,MYJ,NGO,DH8
NH,MYJ,OKA,737
NH,NGO,AKJ,737
NH,NGO,AXT,DH8
NH,NGO,HKD,320
NH,NGO,ISG,737
NH,NGO,KIJ,DH8
NH,NGO,KMI,735
NH,NGO,KMJ,737
NH,NGO,MMB,735
NH,NGO,MYJ,DH8
NH,NGO,NGS,737
NH,NGO,SIN,333
NH,NGS,FUJ,DH2
NH,NGS,IKI,DH2
NH,NGS,NGO,737
NH,NGS,OKA,320
NH,NGS,TSJ,DH2
NH,NRT,AKL,763
NH,NRT,DEN,788
NH,NRT,EWR,777
NH,NRT,IAD,777
NH,NRT,IAH,777
NH,NRT,IST,77W
NH,NRT,KIJ,DH8
NH,NRT,SDJ,735
NH,NRT,SFO,77W
NH,NRT,SJC,788
NH,NRT,VIE,772
NH,NTQ,HND,737
NH,OIM,HND,737
NH,OKA,CTS,737
NH,OKA,HIJ,767
NH,OKA,KIJ,735
NH,OKA,KMI,737
NH,OKA,KMJ,738
NH,OKA,KOJ,735
NH,OKA,MYJ,737
NH,OKA,NGS,737
NH,OKA,SDJ,767
NH,OKA,TAK,767
NH,OKJ,GUM,73G
NH,ONJ,HND,738
NH,PUS,OKA,320
NH,SDJ,GUM,73G
NH,SDJ,ICN,321
NH,SDJ,NRT,737
NH,SDJ,OKA,767
NH,SFO,KIX,777
NH,SFO,NRT,77W
NH,SHB,CTS,DH8
NH,SHB,HND,738
NH,SIN,FUK,333
NH,SIN,KIX,333
NH,SIN,NGO,333
NH,SJC,NRT,788
NH,SYO,HND,738
NH,TAK,ICN,321
NH,TAK,OKA,767
NH,TOY,HND,767
NH,TOY,ICN,321
NH,TSJ,FUK,735
NH,TSJ,NGS,DH2
NH,TTJ,HND,738
NH,VIE,NRT,772
NH,WKJ,CTS,DH8
NH,WKJ,HND,737
NH,WUX,KIX,738
NH,YGJ,ICN,321
NK,ACY,BOS,319
NK,ACY,DTW,319
NK,ACY,FLL,320
NK,ACY,MCO,320
NK,ACY,MYR,320
NK,ACY,ORD,319
NK,ACY,RSW,319
NK,ACY,TPA,319
NK,AUA,FLL,319
NK,AXM,FLL,319
NK,BOS,ACY,319
NK,BQN,FLL,320
NK,BWI,MYR,320
NK,CRW,MYR,319
NK,CTG,FLL,320
NK,DFW,MYR,319
NK,DFW,OAK,319
NK,DTW,ACY,319
NK,FLL,ACY,320
NK,FLL,AUA,319
NK,FLL,AXM,319
NK,FLL,BQN,319
NK,FLL,CTG,320
NK,FLL,GUA,319
NK,FLL,IAG,320
NK,FLL,LAS,320
NK,FLL,LBE,319
NK,FLL,MGA,320
NK,FLL,MYR,320
NK,FLL,PTY,320
NK,FLL,SAL,320
NK,FLL,SAP,320
NK,FLL,STI,319
NK,FLL,SXM,320
NK,FLL,TLC,319
NK,FLL,ZSA,319
NK,GUA,FLL,319
NK,IAG,FLL,320
NK,IAG,MYR,320
NK,IAH,LAS,319
NK,IAH,MCO,320
NK,LAS,FLL,320
NK,LAS,IAH,319
NK,LBE,FLL,319
NK,LBE,MCO,320
NK,LBE,MYR,320
NK,MCO,ACY,320
NK,MCO,IAH,320
NK,MCO,LBE,320
NK,MGA,FLL,320
NK,MYR,ACY,320
NK,MYR,BWI,320
NK,MYR,CRW,319
NK,MYR,DFW,319
NK,MYR,FLL,320
NK,MYR,IAG,320
NK,MYR,LBE,320
NK,MYR,ORD,320
NK,MYR,PBG,320
NK,OAK,DFW,319
NK,OAK,ORD,319
NK,ORD,ACY,319
NK,ORD,MYR,320
NK,ORD,OAK,319
NK,PBG,MYR,320
NK,PTY,FLL,320
NK,RSW,ACY,319
NK,SAL,FLL,320
NK,SAP,FLL,320
NK,STI,FLL,319
NK,SXM,FLL,320
NK,TLC,FLL,319
NK,TPA,ACY,319
NK,ZSA,FLL,319
NL,AAN,PEW,734
NL,DMM,ISB,734
NL,DMM,LHE,320
NL,ISB,JED,333
NL,ISB,RUH,333
NL,ISB,SKZ,734
NL,JED,ISB,333
NL,JED,LHE,333
NL,JED,PEW,333
NL,LHE,DMM,320
NL,LHE,JED,333
NL,LHE,MCT,320
NL,LHE,MHD,320
NL,LHE,RUH,333
NL,MCT,LHE,320
NL,MCT,PEW,320
NL,MCT,SKT,320
NL,MED,MUX,320
NL,MHD,LHE,320
NL,MUX,MED,320
NL,PEW,AAN,734
NL,PEW,JED,333
NL,PEW,MCT,320
NL,PEW,RUH,320
NL,RUH,ISB,333
NL,RUH,LHE,333
NL,RUH,PEW,320
NL,SKZ,ISB,734
NP,HBE,ELQ,320
NP,HBE,YNB,320
NS,HAK,WNZ,738
NS,MIG,XIY,E90
NS,NGB,SJW,E90
NS,NGB,ZUH,E90
NS,SHP,TAO,E90
NS,SJW,NGB,E90
NS,SJW,WNZ,738
NS,TAO,SHP,E90
NS,WNZ,HAK,738
NS,WNZ,SJW,738
NS,XIY,MIG,E90
NS,ZUH,NGB,E90
NT,ACE,LPA,CR9
NT,ACE,TFN,AT7
NT,AGA,LPA,AT7
NT,BJL,LPA,CR9
NT,DKR,TFN,CR9
NT,EUN,LPA,AT7
NT,FNC,LPA,DH4
NT,FNC,PDL,DH4
NT,FUE,LPA,AT7
NT,FUE,TFN,AT7
NT,GMZ,TFN,AT7
NT,LIS,LPA,CR9
NT,LPA,AGA,AT7
NT,LPA,BJL,CR9
NT,LPA,EUN,AT7
NT,LPA,FNC,DH4
NT,LPA,FUE,AT7
NT,LPA,LIS,CR9
NT,LPA,RAK,CR9
NT,LPA,SPC,AT7
NT,LPA,TFS,AT7
NT,LPA,VDE,AT7
NT,PDL,FNC,DH4
NT,RAK,LPA,CR9
NT,SPC,LPA,AT7
NT,SPC,TFN,AT7
NT,TFN,ACE,AT7
NT,TFN,DKR,CR9
NT,TFN,FUE,AT7
NT,TFN,GMZ,AT7
NT,TFN,LPA,AT7
NT,TFN,SPC,AT7
NT,TFN,VDE,AT7
NT,TFS,VDE,AT7
NT,VDE,LPA,AT7
NT,VDE,TFN,AT7
NT,VDE,TFS,AT7
NU,HND,MMY,734
NU,KMQ,OKA,734
NU,MMY,HND,734
NU,OKA,KMQ,734
NU,OKA,OKJ,734
NU,OKA,UEO,734
NU,OKJ,OKA,734
NU,UEO,OKA,734
NY,AEY,RKV,F50
NY,EGS,RKV,F50
NY,GOH,RKV,DH8
NY,IFJ,RKV,DH8
NY,RKV,AEY,F50
NY,RKV,EGS,F50
NY,RKV,GOH,DH8
NY,RKV,IFJ,DH8
NZ,AKL,APW,320
NZ,AKL,BHE,DH3
NZ,AKL,CNS,320
NZ,AKL,GIS,DH3
NZ,AKL,HLZ,BEH
NZ,AKL,KAT,BEH
NZ,AKL,KKE,BEH
NZ,AKL,LAX,772
NZ,AKL,NOU,320
NZ,AKL,NPE,AT7
NZ,AKL,NPL,AT7
NZ,AKL,NSN,AT7
NZ,AKL,PER,772
NZ,AKL,PMR,AT7
NZ,AKL,PPQ,DH3
NZ,AKL,RAR,320
NZ,AKL,ROT,DH3
NZ,AKL,SFO,772
NZ,AKL,TBU,320
NZ,AKL,TRG,DH3
NZ,AKL,TUO,BEH
NZ,AKL,WAG,BEH
NZ,AKL,WHK,BEH
NZ,AKL,WRE,DH3
NZ,ALH,PER,F50
NZ,APW,AKL,320
NZ,BHE,AKL,DH3
NZ,BHE,CHC,BEH
NZ,BHE,WLG,DH3
NZ,BNE,CHC,320
NZ,BNE,CNJ,E90
NZ,BNE,DUD,73H
NZ,BNE,NLK,320
NZ,BNE,WLG,73H
NZ,BNE,ZQN,73H
NZ,BQB,PER,F50
NZ,CHC,BHE,BEH
NZ,CHC,BNE,320
NZ,CHC,DUD,AT7
NZ,CHC,HKK,BEH
NZ,CHC,HLZ,DH3
NZ,CHC,IVC,AT7
NZ,CHC,NPE,DH3
NZ,CHC,NPL,DH3
NZ,CHC,NSN,DH3
NZ,CHC,PMR,DH3
NZ,CHC,PPQ,DH3
NZ,CHC,ROT,AT7
NZ,CHC,TRG,DH3
NZ,CHC,ZQN,320
NZ,CNJ,BNE,E90
NZ,CNS,AKL,320
NZ,DCN,PER,320
NZ,DUD,CHC,AT7
NZ,DUD,WLG,320
NZ,EPR,PER,F50
NZ,GET,PER,F50
NZ,GIS,AKL,DH3
NZ,GIS,WLG,BEH
NZ,HKK,CHC,BEH
NZ,HLZ,AKL,BEH
NZ,HLZ,CHC,AT7
NZ,HLZ,PMR,BEH
NZ,HLZ,WLG,AT7
NZ,IUE,AKL,320
NZ,IVC,CHC,DH3
NZ,IVC,WLG,DH3
NZ,KAT,AKL,BEH
NZ,KGI,PER,E90
NZ,KKE,AKL,BEH
NZ,KNX,PER,100
NZ,LAX,AKL,773
NZ,LAX,RAR,763
NZ,LEA,PER,100
NZ,NLK,AKL,320
NZ,NLK,BNE,320
NZ,NLK,SYD,320
NZ,NOU,AKL,320
NZ,NPE,AKL,AT7
NZ,NPE,CHC,DH3
NZ,NPE,WLG,DH3
NZ,NPL,AKL,DH3
NZ,NPL,CHC,DH3
NZ,NPL,WLG,DH3
NZ,NSN,AKL,DH3
NZ,NSN,CHC,AT7
NZ,NSN,PMR,BEH
NZ,NSN,WLG,DH3
NZ,PBO,PER,100
NZ,PER,AKL,772
NZ,PER,ALH,F50
NZ,PER,BQB,F50
NZ,PER,DCN,320
NZ,PER,EPR,F50
NZ,PER,GET,100
NZ,PER,KGI,E90
NZ,PER,KNX,100
NZ,PER,LEA,100
NZ,PER,PBO,100
NZ,PER,RVT,F50
NZ,PMR,AKL,AT7
NZ,PMR,CHC,DH3
NZ,PMR,HLZ,BEH
NZ,PMR,NSN,BEH
NZ,PMR,WLG,BEH
NZ,PPQ,AKL,DH3
NZ,PPQ,CHC,DH3
NZ,PQQ,SYD,AT7
NZ,RAR,AKL,763
NZ,RAR,LAX,763
NZ,RAR,SYD,763
NZ,ROT,AKL,BEH
NZ,ROT,CHC,AT7
NZ,ROT,WLG,DH3
NZ,RVT,PER,F50
NZ,SFO,AKL,772
NZ,SFO,SYD,777
NZ,SYD,NLK,320
NZ,SYD,PQQ,AT7
NZ,SYD,RAR,763
NZ,SYD,SFO,777
NZ,TBU,AKL,320
NZ,TIU,WLG,BEH
NZ,TRG,AKL,DH3
NZ,TRG,CHC,DH3
NZ,TRG,WLG,DH3
NZ,TUO,AKL,BEH
NZ,TUO,WLG,BEH
NZ,WAG,AKL,BEH
NZ,WHK,AKL,BEH
NZ,WLG,BHE,DH3
NZ,WLG,BNE,73H
NZ,WLG,DUD,320
NZ,WLG,GIS,BEH
NZ,WLG,HLZ,AT7
NZ,WLG,IVC,DH3
NZ,WLG,NPE,DH3
NZ,WLG,NPL,DH3
NZ,WLG,NSN,DH3
NZ,WLG,PMR,BEH
NZ,WLG,ROT,DH3
NZ,WLG,TIU,BEH
NZ,WLG,TRG,DH3
NZ,WLG,TUO,BEH
NZ,WLG,WRE,BEH
NZ,WLG,WSZ,BEH
NZ,WLG,ZQN,AT7
NZ,WRE,AKL,DH3
NZ,WRE,WLG,BEH
NZ,WSZ,WLG,BEH
NZ,ZQN,CHC,320
NZ,ZQN,WLG,AT7
O6,AJU,BSB,318
O6,BSB,AJU,318
O6,BSB,IOS,100
O6,BSB,JDO,318
O6,BSB,PNZ,100
O6,CGR,CWB,100
O6,CWB,CGR,100
O6,FOR,JDO,318
O6,GRU,JDO,318
O6,GRU,PFB,100
O6,IOS,BSB,100
O6,JDO,BSB,318
O6,JDO,FOR,318
O6,JDO,GRU,318
O6,PFB,GRU,100
O6,PNZ,BSB,100
O6,PNZ,SSA,320
O6,SDU,SSA,319
O6,SSA,PNZ,320
O6,SSA,SDU,319
OB,CBB,CIJ,733
OB,CBB,LPB,733
OB,CBB,SRE,733
OB,CBB,TJA,733
OB,CBB,VVI,733
OB,CIJ,CBB,733
OB,GRU,CBB,733
OB,LPB,CBB,733
OB,LPB,CIJ,733
OB,LPB,SRE,733
OB,LPB,TJA,733
OB,MAD,VVI,762
OB,SRE,CBB,733
OB,SRE,LPB,733
OB,SRE,VVI,733
OB,TJA,CBB,733
OB,TJA,LPB,733
OB,TJA,VVI,733
OB,VVI,CBB,762
OB,VVI,MAD,762
OB,VVI,SRE,733
OB,VVI,TJA,733
OD,AMD,KUL,739
OD,CGP,KUL,739
OD,KUL,AMD,739
OD,KUL,CGP,739
OJ,GEO,KIN,752
OJ,KIN,GEO,752
OK,AGP,PRG,738
OK,ALA,PRG,319
OK,BRU,PRG,319
OK,BTS,KSC,AT4
OK,BUD,PRG,AT7
OK,CEK,PRG,320
OK,CLJ,PRG,AT5
OK,EVN,PRG,319
OK,GOJ,PRG,320
OK,HER,PRG,738
OK,KBP,PRG,32S
OK,KLV,LED,320
OK,KLV,SVO,320
OK,KSC,PRG,AT4
OK,KUF,PRG,319
OK,LED,KLV,320
OK,LED,PRG,320
OK,MXP,PRG,319
OK,NCE,PRG,319
OK,OSR,PRG,AT4
OK,OTP,PRG,319
OK,PEE,PRG,319
OK,PMI,PRG,738
OK,PRG,AGP,738
OK,PRG,ALA,319
OK,PRG,BRU,319
OK,PRG,BTS,AT4
OK,PRG,BUD,AT7
OK,PRG,CEK,320
OK,PRG,CLJ,AT5
OK,PRG,EVN,319
OK,PRG,GOJ,320
OK,PRG,HER,738
OK,PRG,KBP,319
OK,PRG,KSC,AT4
OK,PRG,KUF,319
OK,PRG,LED,320
OK,PRG,MXP,319
OK,PRG,NCE,319
OK,PRG,OSR,AT7
OK,PRG,OTP,319
OK,PRG,PEE,319
OK,PRG,PMI,738
OK,PRG,RHO,738
OK,PRG,ROV,319
OK,PRG,SVO,320
OK,PRG,SVX,320
OK,PRG,SXB,AT4
OK,PRG,TAS,319
OK,PRG,TXL,AT7
OK,PRG,UFA,319
OK,PRG,VLC,738
OK,RHO,PRG,738
OK,ROV,PRG,319
OK,SPU,PRG,738
OK,SVO,KLV,320
OK,SVO,PRG,319
OK,SVX,PRG,320
OK,SXB,PRG,AT4
OK,TXL,PRG,AT7
OK,UFA,PRG,320
OK,VLC,PRG,738
OM,NRT,ULN,737
OM,SVO,TXL,763
OM,SVO,ULN,763
OM,TXL,SVO,763
OM,ULN,NRT,737
OM,ULN,SVO,763
ON,BNE,INU,733
ON,INU,BNE,733
ON,INU,MAJ,733
ON,INU,TRW,733
ON,MAJ,INU,733
ON,MAJ,TRW,733
ON,TRW,INU,733
ON,TRW,MAJ,733
OR,AMS,BON,763
OR,AMS,HOG,763
OR,AMS,POP,763
OR,AMS,PUJ,763
OR,AMS,SFB,763
OR,AMS,VRA,763
OR,AUA,AMS,763
OR,CUN,AMS,763
OR,HOG,CUN,763
OR,MBJ,AMS,763
OR,MIA,AMS,763
OR,POP,PUJ,763
OR,PUJ,AMS,763
OR,PUJ,MBJ,763
OR,SFB,MIA,763
OR,VRA,CUN,763
OS,BLQ,VIE,100
OS,BRU,VIE,319
OS,BUD,VIE,DH4
OS,CLJ,VIE,AT5
OS,DBV,VIE,321
OS,DLM,VIE,100
OS,DNK,VIE,F70
OS,EBL,VIE,319
OS,EVN,VIE,320
OS,GRZ,VIE,100
OS,HRK,VIE,F70
OS,IAD,VIE,763
OS,IAS,VIE,DH4
OS,INN,VIE,F70
OS,IST,VIE,320
OS,JFK,VIE,772
OS,KBP,VIE,E90
OS,KIV,VIE,100
OS,KLU,VIE,DH4
OS,KRR,VIE,100
OS,KSC,VIE,100
OS,LED,VIE,100
OS,LIS,VIE,320
OS,LNZ,VIE,DH4
OS,LWO,VIE,DH4
OS,NAP,VIE,321
OS,ODS,VIE,E90
OS,ORD,VIE,763
OS,OTP,VIE,320
OS,PMO,VIE,F70
OS,PRG,VIE,100
OS,PRN,VIE,100
OS,ROV,VIE,F70
OS,SBZ,VIE,DH4
OS,SJJ,VIE,100
OS,SKP,VIE,F70
OS,SPU,VIE,DH4
OS,SUF,VIE,320
OS,TGD,VIE,100
OS,TIA,VIE,100
OS,VAR,VIE,320
OS,VCE,VIE,DH4
OS,VIE,BLQ,F70
OS,VIE,BRU,320
OS,VIE,BUD,DH4
OS,VIE,CLJ,AT5
OS,VIE,DBV,321
OS,VIE,DLM,100
OS,VIE,DNK,F70
OS,VIE,EBL,319
OS,VIE,EVN,320
OS,VIE,GRZ,DH4
OS,VIE,HRK,F70
OS,VIE,IAD,763
OS,VIE,IAS,DH4
OS,VIE,INN,100
OS,VIE,IST,320
OS,VIE,JFK,772
OS,VIE,KBP,F70
OS,VIE,KIV,100
OS,VIE,KLU,DH4
OS,VIE,KRR,100
OS,VIE,KSC,DH4
OS,VIE,LED,100
OS,VIE,LIS,320
OS,VIE,LNZ,D38
OS,VIE,LWO,DH4
OS,VIE,NAP,321
OS,VIE,ODS,E90
OS,VIE,ORD,763
OS,VIE,OTP,320
OS,VIE,PMO,F70
OS,VIE,PRG,100
OS,VIE,PRN,319
OS,VIE,ROV,F70
OS,VIE,SBZ,DH4
OS,VIE,SJJ,320
OS,VIE,SKP,320
OS,VIE,SPU,DH4
OS,VIE,SUF,320
OS,VIE,TGD,100
OS,VIE,TIA,320
OS,VIE,VAR,320
OS,VIE,VCE,DH4
OS,VIE,VKO,735
OS,VIE,VNO,100
OS,VIE,ZAG,DH4
OS,VKO,VIE,735
OS,VNO,VIE,100
OS,ZAG,VIE,DH4
OU,AMS,DBV,319
OU,AMS,ZAG,319
OU,ATH,DBV,DH4
OU,ATH,SPU,319
OU,BEG,SPU,DH4
OU,BLQ,ZAG,319
OU,BRU,ZAG,DH4
OU,BWK,ZAG,DH4
OU,CDG,DBV,319
OU,CDG,SPU,319
OU,DBV,AMS,319
OU,DBV,ATH,DH4
OU,DBV,CDG,319
OU,DBV,FCO,DH4
OU,DBV,OSI,DH4
OU,DBV,RJK,EM2
OU,DBV,VCE,DH4
OU,DBV,ZAG,320
OU,FCO,DBV,DH4
OU,FCO,SPU,DH4
OU,IST,ZAG,319
OU,LHR,RJK,320
OU,LHR,SPU,320
OU,LYS,SPU,DH4
OU,OSI,DBV,DH4
OU,OSI,SPU,DH4
