name,city,country_iso,code,lat,longit,alt
Goroka Airport,Goroka,PG,GKA,-6.081689834590001,145.391998291,5282
Madang Airport,Madang,PG,MAG,-5.20707988739,145.789001465,20
Mount Hagen Kagamuga Airport,Mount Hagen,PG,HGU,-5.826789855957031,144.29600524902344,5388
Nadzab Airport,Nadzab,PG,LAE,-6.569803,146.725977,239
Port Moresby Jacksons International Airport,Port Moresby,PG,POM,-9.44338035583496,147.22000122070312,146
Wewak International Airport,Wewak,PG,WWK,-3.58383011818,143.669006348,19
Narsarsuaq Airport,Narssarssuaq,GL,UAK,61.1604995728,-45.4259986877,112
Godthaab / Nuuk Airport,Godthaab,GL,GOH,64.19090271,-51.6781005859,283
Kangerlussuaq Airport,Sondrestrom,GL,SFJ,67.0122218992,-50.7116031647,165
Thule Air Base,Thule,GL,THU,76.5311965942,-68.7032012939,251
Akureyri Airport,Akureyri,IS,AEY,65.66000366210938,-18.07270050048828,6
Egilsstaðir Airport,Egilsstadir,IS,EGS,65.2833023071289,-14.401399612426758,76
Hornafjörður Airport,Hofn,IS,HFN,64.295601,-15.2272,24
Húsavík Airport,Husavik,IS,HZK,65.952301,-17.426001,48
Ísafjörður Airport,Isafjordur,IS,IFJ,66.05809783935547,-23.135299682617188,8
Keflavik International Airport,Keflavik,IS,KEF,63.985000610352,-22.605600357056,171
Patreksfjörður Airport,Patreksfjordur,IS,PFJ,65.555801,-23.965,11
Reykjavik Airport,Reykjavik,IS,RKV,64.1299972534,-21.9405994415,48
Siglufjörður Airport,Siglufjordur,IS,SIJ,66.133301,-18.9167,10
Vestmannaeyjar Airport,Vestmannaeyjar,IS,VEY,63.42430114746094,-20.27890014648437,326
Sault Ste Marie Airport,Sault Sainte Marie,CA,YAM,46.48500061035156,-84.5093994140625,630
St. Anthony Airport,St. Anthony,CA,YAY,51.3918991089,-56.083099365200006,108
Tofino / Long Beach Airport,Tofino,CA,YAZ,49.079833,-125.775583,80
Kugaaruk Airport,Pelly Bay,CA,YBB,68.534401,-89.808098,56
Baie Comeau Airport,Baie Comeau,CA,YBC,49.13249969482422,-68.20439910888672,71
CFB Bagotville,Bagotville,CA,YBG,48.33060073852539,-70.99639892578125,522
Baker Lake Airport,Baker Lake,CA,YBK,64.29889678960001,-96.077796936,59
Campbell River Airport,Campbell River,CA,YBL,49.950801849365234,-125.27100372314452,346
Brandon Municipal Airport,Brandon,CA,YBR,49.91,-99.951897,1343
Cambridge Bay Airport,Cambridge Bay,CA,YCB,69.1081008911,-105.138000488,90
Nanaimo Airport,Nanaimo,CA,YCD,49.0549702249,-123.869862556,92
Castlegar/West Kootenay Regional Airport,Castlegar,CA,YCG,49.2963981628,-117.632003784,1624
Miramichi Airport,Chatham,CA,YCH,47.007801,-65.449203,108
Charlo Airport,Charlo,CA,YCL,47.990799,-66.330299,132
Kugluktuk Airport,Coppermine,CA,YCO,67.816704,-115.143997,74
Coronation Airport,Coronation,CA,YCT,52.0750007629,-111.444999695,2595
Chilliwack Airport,Chilliwack,CA,YCW,49.1528015137,-121.939002991,32
Clyde River Airport,Clyde River,CA,YCY,70.4860992432,-68.5167007446,87
Coral Harbour Airport,Coral Harbour,CA,YZS,64.1932983398,-83.3593978882,210
Dawson City Airport,Dawson,CA,YDA,64.04309844970703,-139.1280059814453,1215
Burwash Airport,Burwash,CA,YDB,61.37110137939453,-139.04100036621094,2647
Deer Lake Airport,Deer Lake,CA,YDF,49.21080017089844,-57.39139938354492,72
Dease Lake Airport,Dease Lake,CA,YDL,58.4221992493,-130.031997681,2600
Dauphin Barker Airport,Dauphin,CA,YDN,51.10079956054688,-100.052001953125,999
Dawson Creek Airport,Dawson Creek,CA,YDQ,55.7422981262207,-120.18299865722656,2148
Edmonton International Airport,Edmonton,CA,YEG,53.3097000122,-113.580001831,2373
Arviat Airport,Eskimo Point,CA,YEK,61.0942001343,-94.0708007812,32
Estevan Airport,Estevan,CA,YEN,49.2103004456,-102.966003418,1905
Edson Airport,Edson,CA,YET,53.5788993835,-116.464996338,3043
Eureka Airport,Eureka,CA,YEU,79.9946975708,-85.814201355,256
Inuvik Mike Zubko Airport,Inuvik,CA,YEV,68.30419921880001,-133.483001709,224
Iqaluit Airport,Iqaluit,CA,YFB,63.756402,-68.555801,110
Fredericton Airport,Fredericton,CA,YFC,45.868900299072266,-66.53720092773438,68
Forestville Airport,Forestville,CA,YFE,48.74610137939453,-69.09719848632812,293
Flin Flon Airport,Flin Flon,CA,YFO,54.6781005859375,-101.68199920654295,997
Fort Resolution Airport,Fort Resolution,CA,YFR,61.1808013916,-113.690002441,526
Fort Simpson Airport,Fort Simpson,CA,YFS,61.76020050048828,-121.23699951171876,555
Kingston Norman Rogers Airport,Kingston,CA,YGK,44.22529983520508,-76.5969009399414,305
La Grande Rivière Airport,La Grande Riviere,CA,YGL,53.625301361083984,-77.7042007446289,639
Gaspé (Michel-Pouliot) Airport,Gaspe,CA,YGP,48.7752990723,-64.4785995483,112
Geraldton Greenstone Regional Airport,Geraldton,CA,YGQ,49.77830123901367,-86.93939971923828,1144
Îles-de-la-Madeleine Airport,Iles De La Madeleine,CA,YGR,47.42470169067383,-61.778099060058594,35
Hudson Bay Airport,Hudson Bay,CA,YHB,52.8166999817,-102.310997009,1175
Dryden Regional Airport,Dryden,CA,YHD,49.831699,-92.744202,1354
Ulukhaktok Holman Airport,Holman Island,CA,YHI,70.76280212402344,-117.80599975585938,117
Gjoa Haven Airport,Gjoa Haven,CA,YHK,68.635597229,-95.8497009277,152
John C. Munro Hamilton International Airport,Hamilton,CA,YHM,43.1735992432,-79.93499755859999,780
Montréal / Saint-Hubert Airport,Montreal,CA,YHU,45.5175018311,-73.4169006348,90
Hay River / Merlyn Carter Airport,Hay River,CA,YHY,60.8396987915,-115.782997131,541
Halifax / Stanfield International Airport,Halifax,CA,YHZ,44.8807983398,-63.5085983276,477
Atikokan Municipal Airport,Atikokan,CA,YIB,48.7738990784,-91.6386032104,1408
Pond Inlet Airport,Pond Inlet,CA,YIO,72.6832962036,-77.9666976929,181
St Jean Airport,St. Jean,CA,YJN,45.29439926147461,-73.28109741210938,136
Stephenville Airport,Stephenville,CA,YJT,48.5442008972168,-58.54999923706055,84
Kamloops Airport,Kamloops,CA,YKA,50.7022018433,-120.444000244,1133
Waterloo Airport,Waterloo,CA,YKF,43.4608001709,-80.3786010742,1055
Schefferville Airport,Schefferville,CA,YKL,54.805301666259766,-66.8052978515625,1709
Kindersley Airport,Kindersley,CA,YKY,51.5175018311,-109.180999756,2277
Buttonville Municipal Airport,Toronto,CA,YKZ,43.86220169067383,-79.37000274658203,650
Chapleau Airport,Chapleau,CA,YLD,47.81999969482422,-83.3467025756836,1470
Meadow Lake Airport,Meadow Lake,CA,YLJ,54.125301361083984,-108.52300262451172,1576
Lloydminster Airport,Lloydminster,CA,YLL,53.309200286865234,-110.072998046875,2193
Alert Airport,Alert,CA,YLT,82.51779937740001,-62.2806015015,100
Kelowna International Airport,Kelowna,CA,YLW,49.9561004639,-119.377998352,1421
Mayo Airport,Mayo,CA,YMA,63.61640167236328,-135.8679962158203,1653
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA,YMJ,50.330299377441406,-105.55899810791016,1892
Fort McMurray Airport,Fort Mcmurray,CA,YMM,56.653301239,-111.222000122,1211
Moosonee Airport,Moosonee,CA,YMO,51.29109954833984,-80.60780334472656,30
Maniwaki Airport,Maniwaki,CA,YMW,46.2728004456,-75.9906005859,656
Montreal International (Mirabel) Airport,Montreal,CA,YMX,45.679501,-74.038696,270
Natashquan Airport,Natashquan,CA,YNA,50.18999862670898,-61.78919982910156,39
Ottawa / Gatineau Airport,Gatineau,CA,YND,45.5217018127,-75.5635986328,211
Matagami Airport,Matagami,CA,YNM,49.76169967651367,-77.80280303955078,918
Old Crow Airport,Old Crow,CA,YOC,67.57060241699219,-139.83900451660156,824
CFB Cold Lake,Cold Lake,CA,YOD,54.40499877929688,-110.27899932861328,1775
High Level Airport,High Level,CA,YOJ,58.62139892578125,-117.16500091552734,1110
Ottawa Macdonald-Cartier International Airport,Ottawa,CA,YOW,45.3224983215332,-75.66919708251953,374
Prince Albert Glass Field,Prince Albert,CA,YPA,53.2141990662,-105.672996521,1405
Peace River Airport,Peace River,CA,YPE,56.226898,-117.446999,1873
Southport Airport,Portage-la-prairie,CA,YPG,49.903099,-98.273817,885
Pickle Lake Airport,Pickle Lake,CA,YPL,51.4463996887207,-90.21420288085938,1267
Port Menier Airport,Port Menier,CA,YPN,49.83639907836914,-64.2885971069336,167
Peterborough Airport,Peterborough,CA,YPQ,44.22999954223633,-78.36329650878906,628
Prince Rupert Airport,Prince Pupert,CA,YPR,54.2860984802,-130.445007324,116
Fort Chipewyan Airport,Fort Chipewyan,CA,YPY,58.7672004699707,-111.11699676513672,761
Muskoka Airport,Muskoka,CA,YQA,44.974700927734375,-79.30329895019531,925
Quebec Jean Lesage International Airport,Quebec,CA,YQB,46.7911,-71.393303,244
Red Deer Regional Airport,Red Deer Industrial,CA,YQF,52.18220138549805,-113.8939971923828,2968
Windsor Airport,Windsor,CA,YQG,42.27560043334961,-82.95559692382812,622
Watson Lake Airport,Watson Lake,CA,YQH,60.11640167236328,-128.82200622558594,2255
Kenora Airport,Kenora,CA,YQK,49.78829956054688,-94.36309814453124,1332
Lethbridge County Airport,Lethbridge,CA,YQL,49.6302986145,-112.800003052,3048
Greater Moncton International Airport,Moncton,CA,YQM,46.11220169067383,-64.67859649658203,232
Comox Airport,Comox,CA,YQQ,49.71080017089844,-124.88700103759766,84
Regina International Airport,Regina,CA,YQR,50.43190002441406,-104.66600036621094,1894
Thunder Bay Airport,Thunder Bay,CA,YQT,48.37189865112305,-89.32389831542969,653
Grande Prairie Airport,Grande Prairie,CA,YQU,55.1796989441,-118.885002136,2195
Yorkton Municipal Airport,Yorkton,CA,YQV,51.26470184326172,-102.46199798583984,1635
North Battleford Airport,North Battleford,CA,YQW,52.76919937133789,-108.24400329589844,1799
Gander International Airport,Gander,CA,YQX,48.9369010925293,-54.56809997558594,496
Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,YQY,46.1614,-60.047798,203
Quesnel Airport,Quesnel,CA,YQZ,53.026100158691406,-122.51000213623048,1789
Resolute Bay Airport,Resolute,CA,YRB,74.7169036865,-94.9693984985,215
Rivière-du-Loup Airport,Riviere Du Loup,CA,YRI,47.76440048217773,-69.58470153808594,427
Roberval Airport,Roberval,CA,YRJ,48.52000045776367,-72.2656021118164,586
Rocky Mountain House Airport,Rocky Mountain House,CA,YRM,52.4296989441,-114.903999329,3244
Rankin Inlet Airport,Rankin Inlet,CA,YRT,62.8114013672,-92.1157989502,94
Sudbury Airport,Sudbury,CA,YSB,46.625,-80.79889678955078,1141
Sherbrooke Airport,Sherbrooke,CA,YSC,45.4385986328125,-71.69139862060547,792
Saint John Airport,St. John,CA,YSJ,45.31610107421875,-65.89029693603516,357
Fort Smith Airport,Fort Smith,CA,YSM,60.020301818847656,-111.96199798583984,671
Nanisivik Airport,Nanisivik,CA,YSR,72.982201,-84.613602,2106
Summerside Airport,Summerside,CA,YSU,46.44060134887695,-63.83359909057617,56
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA,YSY,71.9938964844,-125.242996216,282
Cape Dorset Airport,Cape Dorset,CA,YTE,64.2300033569,-76.5267028809,164
Thompson Airport,Thompson,CA,YTH,55.80110168457031,-97.86419677734376,729
CFB Trenton,Trenton,CA,YTR,44.118900299072266,-77.5280990600586,283
Timmins/Victor M. Power,Timmins,CA,YTS,48.5696983337,-81.376701355,967
Billy Bishop Toronto City Centre Airport,Toronto,CA,YTZ,43.627499,-79.396202,252
Tuktoyaktuk Airport,Tuktoyaktuk,CA,YUB,69.43329620361328,-133.0260009765625,15
Montreal / Pierre Elliott Trudeau International Airport,Montreal,CA,YUL,45.4706001282,-73.7407989502,118
Repulse Bay Airport,Repulse Bay,CA,YUT,66.5214004517,-86.22470092770001,80
Hall Beach Airport,Hall Beach,CA,YUX,68.77610015869999,-81.2425,30
Rouyn Noranda Airport,Rouyn,CA,YUY,48.20610046386719,-78.83560180664062,988
La Ronge Airport,La Ronge,CA,YVC,55.1514015198,-105.262001038,1242
Vermilion Airport,Vermillion,CA,YVG,53.3558006287,-110.823997498,2025
Qikiqtarjuaq Airport,Broughton Island,CA,YVM,67.5457992554,-64.03140258789999,21
Val-d'Or Airport,Val D'or,CA,YVO,48.0532989502,-77.7827987671,1107
Kuujjuaq Airport,Quujjuaq,CA,YVP,58.096099853515625,-68.4269027709961,129
Norman Wells Airport,Norman Wells,CA,YVQ,65.28160095214844,-126.7979965209961,238
Vancouver International Airport,Vancouver,CA,YVR,49.193901062,-123.183998108,14
Buffalo Narrows Airport,Buffalo Narrows,CA,YVT,55.8418998718,-108.417999268,1423
Wiarton Airport,Wiarton,CA,YVV,44.7458,-81.107201,729
Petawawa Airport,Petawawa,CA,YWA,45.95220184326172,-77.31919860839844,427
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,YWG,49.9099998474,-97.2398986816,783
Wabush Airport,Wabush,CA,YWK,52.92190170288086,-66.8644027709961,1808
Williams Lake Airport,Williams Lake,CA,YWL,52.1831016541,-122.054000854,3085
Wrigley Airport,Wrigley,CA,YWY,63.20940017700195,-123.43699645996094,489
Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,YXC,49.610801696777,-115.78199768066,3082
Edmonton City Centre (Blatchford Field) Airport,Edmonton,CA,YXD,53.5724983215,-113.521003723,2202
Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,YXE,52.17079925537109,-106.6999969482422,1653
Medicine Hat Airport,Medicine Hat,CA,YXH,50.01890182495117,-110.72100067138672,2352
Fort St John Airport,Fort Saint John,CA,YXJ,56.23809814453125,-120.73999786376952,2280
Sioux Lookout Airport,Sioux Lookout,CA,YXL,50.11389923095703,-91.9052963256836,1258
Pangnirtung Airport,Pangnirtung,CA,YXP,66.1449966431,-65.71360015869999,75
Earlton (Timiskaming Regional) Airport,Earlton,CA,YXR,47.6974006546,-79.8473453522,800
Prince George Airport,Prince George,CA,YXS,53.8894004822,-122.679000854,2267
Northwest Regional Airport Terrace-Kitimat,Terrace,CA,YXT,54.468498,-128.576009,713
London Airport,London,CA,YXU,43.035599,-81.1539,912
Abbotsford Airport,Abbotsford,CA,YXX,49.025299072265625,-122.36100006103516,195
Whitehorse / Erik Nielsen International Airport,Whitehorse,CA,YXY,60.7095985413,-135.067001343,2317
North Bay Jack Garland Airport,North Bay,CA,YYB,46.363602,-79.422798,1215
Calgary International Airport,Calgary,CA,YYC,51.113899231,-114.019996643,3557
Smithers Airport,Smithers,CA,YYD,54.82469940185547,-127.18299865722656,1712
Fort Nelson Airport,Fort Nelson,CA,YYE,58.8363990784,-122.597000122,1253
Penticton Airport,Penticton,CA,YYF,49.46310043334961,-119.60199737548828,1129
Charlottetown Airport,Charlottetown,CA,YYG,46.290000915527344,-63.12110137939453,160
Taloyoak Airport,Spence Bay,CA,YYH,69.5466995239,-93.5766983032,92
Victoria International Airport,Victoria,CA,YYJ,48.646900177,-123.426002502,63
Lynn Lake Airport,Lynn Lake,CA,YYL,56.86389923095703,-101.07599639892578,1170
Swift Current Airport,Swift Current,CA,YYN,50.2919006348,-107.691001892,2680
Churchill Airport,Churchill,CA,YYQ,58.739200592041016,-94.06500244140624,94
Goose Bay Airport,Goose Bay,CA,YYR,53.3191986084,-60.4258003235,160
St. John's International Airport,St. John's,CA,YYT,47.618598938,-52.7518997192,461
Kapuskasing Airport,Kapuskasing,CA,YYU,49.41389846801758,-82.46749877929688,743
Armstrong Airport,Armstrong,CA,YYW,50.29029846191406,-88.90969848632812,1058
Mont Joli Airport,Mont Joli,CA,YYY,48.60860061645508,-68.20809936523438,172
Lester B. Pearson International Airport,Toronto,CA,YYZ,43.6772003174,-79.63059997559999,569
Downsview Airport,Toronto,CA,YZD,43.74250030517578,-79.4655990600586,652
Gore Bay Manitoulin Airport,Gore Bay,CA,YZE,45.88529968261719,-82.56780242919922,635
Yellowknife Airport,Yellowknife,CA,YZF,62.462799072265625,-114.44000244140624,675
Slave Lake Airport,Slave Lake,CA,YZH,55.2930984497,-114.777000427,1912
Sandspit Airport,Sandspit,CA,YZP,53.25429916379999,-131.813995361,21
Chris Hadfield Airport,Sarnia,CA,YZR,42.9994010925293,-82.30889892578125,594
Port Hardy Airport,Port Hardy,CA,YZT,50.68059921264648,-127.36699676513672,71
Whitecourt Airport,Whitecourt,CA,YZU,54.14390182495117,-115.78700256347656,2567
Sept-Îles Airport,Sept-iles,CA,YZV,50.22330093383789,-66.2656021118164,180
Teslin Airport,Teslin,CA,YZW,60.17279815673828,-132.7429962158203,2313
CFB Greenwood,Greenwood,CA,YZX,44.98440170288086,-64.91690063476562,92
Faro Airport,Faro,CA,ZFA,62.20750045776367,-133.37600708007812,2351
Fort Mcpherson Airport,Fort Mcpherson,CA,ZFM,67.40750122070312,-134.86099243164062,116
Blida Airport,Blida,DZ,QLD,36.50360107421875,2.814169883728028,535
Bou Saada Airport,Bou Saada,DZ,BUJ,35.33250045776367,4.206389904022217,1506
Soummam Airport,Bejaja,DZ,BJA,36.7120018005,5.0699200630200005,20
Houari Boumediene Airport,Algier,DZ,ALG,36.69100189208984,3.215409994125366,82
Djanet Inedbirene Airport,Djanet,DZ,DJG,24.292801,9.45244,3176
Illizi Takhamalt Airport,Illizi,DZ,VVZ,26.7234992981,8.62265014648,1778
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ,TMR,22.8115005493,5.45107984543,4518
Jijel Ferhat Abbas Airport,Jijel,DZ,GJL,36.7951011658,5.87361001968,36
Mecheria Airport,Mecheria,DZ,MZW,33.535900116,-0.242353007197,3855
Rabah Bitat Airport,Annaba,DZ,AAE,36.822201,7.809174,16
Mohamed Boudiaf International Airport,Constantine,DZ,CZL,36.2760009765625,6.620389938354492,2265
Cheikh Larbi Tébessi Airport,Tebessa,DZ,TEE,35.4315986633,8.12071990967,2661
Hassi R'Mel Airport,Tilrempt,DZ,HRM,32.93040084838867,3.311539888381958,2540
Bou Chekif Airport,Tiaret,DZ,TID,35.3410987854,1.46315002441,3245
Tindouf Airport,Tindouf,DZ,TIN,27.7003993988,-8.167099952700001,1453
Ech Cheliff Airport,Ech-cheliff,DZ,CFK,36.2126998901,1.33176994324,463
Tafaraoui Airport,Oran,DZ,TAF,35.54240036010742,-0.5322780013084412,367
Zenata – Messali El Hadj Airport,Tlemcen,DZ,TLM,35.0167007446,-1.45000004768,814
Es Senia Airport,Oran,DZ,ORN,35.6239013672,-0.6211829781529999,295
Sidi Bel Abbes Airport,Sidi Bel Abbes,DZ,BFW,35.1717987061,-0.593275010586,1614
Ghriss Airport,Ghriss,DZ,MUW,35.207698822021484,0.1471419930458068,1686
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,AZR,27.83760070800781,-0.1864140033721923,919
Biskra Airport,Biskra,DZ,BSK,34.7933006287,5.73823022842,289
El Golea Airport,El Golea,DZ,ELG,30.5713005065918,2.8595900535583496,1306
Noumérat - Moufdi Zakaria Airport,Ghardaia,DZ,GHA,32.38410186767578,3.794110059738159,1512
Oued Irara Airport,Hassi Messaoud,DZ,HME,31.6730003357,6.140439987180001,463
In Salah Airport,In Salah,DZ,INZ,27.2509994507,2.51202011108,896
Touggourt Sidi Madhi Airport,Touggourt,DZ,TGR,33.06779861450195,6.088669776916504,279
Laghouat Airport,Laghouat,DZ,LOO,33.7644004822,2.92833995819,2510
Timimoun Airport,Timimoun,DZ,TMX,29.2371006012,0.276033014059,1027
Ain el Beida Airport,Ouargla,DZ,OGX,31.917200088500977,5.412779808044434,492
In Aménas Airport,Zarzaitine,DZ,IAM,28.0515,9.64291,1847
Cadjehoun Airport,Cotonou,BJ,COO,6.357230186462402,2.384350061416626,19
Ouagadougou Airport,Ouagadougou,BF,OUA,12.3532,-1.51242,1037
Bobo Dioulasso Airport,Bobo-dioulasso,BF,BOY,11.160099983215332,-4.33096981048584,1511
Kotoka International Airport,Accra,GH,ACC,5.605189800262451,-0.1667860001325607,205
Tamale Airport,Tamale,GH,TML,9.55718994140625,-0.8632140159606934,553
Sunyani Airport,Sunyani,GH,NYI,7.361830234527588,-2.3287599086761475,1014
Takoradi Airport,Takoradi,GH,TKD,4.896059989929199,-1.7747600078582764,21
Port Bouet Airport,Abidjan,CI,ABJ,5.261390209197998,-3.9262900352478023,21
Bouaké Airport,Bouake,CI,BYK,7.738800048828125,-5.073669910430908,1230
Daloa Airport,Daloa,CI,DJO,6.792809963226318,-6.473189830780029,823
Korhogo Airport,Korhogo,CI,HGO,9.38718032837,-5.55666017532,1214
Man Airport,Man,CI,MJC,7.272069931030273,-7.58735990524292,1089
San Pedro Airport,San Pedro,CI,SPY,4.746719837188721,-6.660820007324219,26
Yamoussoukro Airport,Yamoussoukro,CI,ASK,6.9031701088,-5.36558008194,699
Nnamdi Azikiwe International Airport,Abuja,NG,ABV,9.006790161132812,7.263169765472412,1123
Akure Airport,Akure,NG,AKR,7.246739864349365,5.3010101318359375,1100
Benin Airport,Benin,NG,BNI,6.316979885101318,5.599500179290772,258
Margaret Ekpo International Airport,Calabar,NG,CBQ,4.976019859313965,8.347200393676758,210
Akanu Ibiam International Airport,Enugu,NG,ENU,6.474269866943359,7.561960220336914,466
Ibadan Airport,Ibadan,NG,IBA,7.362460136413574,3.97832989692688,725
Ilorin International Airport,Ilorin,NG,ILR,8.440210342407227,4.493919849395752,1126
Yakubu Gowon Airport,Jos,NG,JOS,9.639829635620115,8.869050025939941,4232
Kaduna Airport,Kaduna,NG,KAD,10.696000099182127,7.320109844207764,2073
Mallam Aminu International Airport,Kano,NG,KAN,12.0476,8.52462,1562
Maiduguri International Airport,Maiduguri,NG,MIU,11.855299949645996,13.080900192260742,1099
Makurdi Airport,Makurdi,NG,MDI,7.70388,8.61394,371
Murtala Muhammed International Airport,Lagos,NG,LOS,6.5773701667785645,3.321160078048706,135
Minna Airport,Minna,NG,MXJ,9.652170181274414,6.462259769439697,834
Port Harcourt International Airport,Port Hartcourt,NG,PHC,5.0154900550842285,6.94959020614624,87
Sadiq Abubakar III International Airport,Sokoto,NG,SKO,12.916299819946287,5.207190036773682,1010
Yola Airport,Yola,NG,YOL,9.257550239562988,12.430399894714355,599
Zaria Airport,Zaria,NG,ZAR,11.1302,7.68581,2170
Maradi Airport,Maradi,NE,MFQ,13.5024995803833,7.1267499923706055,1240
Diori Hamani International Airport,Niamey,NE,NIM,13.4815,2.18361,732
Tahoua Airport,Tahoua,NE,THZ,14.875699996948242,5.265359878540039,1266
Mano Dayak International Airport,Agadez,NE,AJY,16.965999603271484,8.000109672546387,1657
Zinder Airport,Zinder,NE,ZND,13.779000282287598,8.983759880065918,1516
Monastir Habib Bourguiba International Airport,Monastir,TN,MIR,35.75809860229492,10.75469970703125,9
Tunis Carthage International Airport,Tunis,TN,TUN,36.85100173950195,10.22719955444336,22
Gafsa Ksar International Airport,Gafsa,TN,GAF,34.422000885009766,8.822500228881836,1060
Gabès Matmata International Airport,Gabes,TN,GAE,33.87689971923828,10.103300094604492,26
Djerba Zarzis International Airport,Djerba,TN,DJE,33.875,10.775500297546388,19
El Borma Airport,El Borma,TN,EBM,31.70429992675781,9.254619598388672,827
Sfax Thyna International Airport,Sfax,TN,SFA,34.71799850463867,10.690999984741213,85
Tozeur Nefta International Airport,Tozeur,TN,TOE,33.939701080322266,8.110560417175293,287
Niamtougou International Airport,Niatougou,TG,LRL,9.767330169677734,1.091249942779541,1515
Lomé-Tokoin Airport,Lome,TG,LFW,6.165609836578369,1.2545100450515747,72
Antwerp International Airport (Deurne),Antwerp,BE,ANR,51.1893997192,4.46027994156,39
Brussels Airport,Brussels,BE,BRU,50.9014015198,4.48443984985,184
Brussels South Charleroi Airport,Charleroi,BE,CRL,50.459202,4.45382,614
Wevelgem Airport,Kortrijk-vevelgem,BE,KJK,50.817199707,3.20472002029,64
Liège Airport,Liege,BE,LGG,50.63740158081055,5.443220138549805,659
Ostend-Bruges International Airport,Ostend,BE,OST,51.1988983154,2.8622200489,13
Zoersel (Oostmalle) Airfield,Zoersel,BE,OBL,51.264702,4.75333,53
Altenburg-Nobitz Airport,Altenburg,DE,AOC,50.981945,12.506389,640
Riesa-Göhlis Airport,Riesa,DE,IES,51.2936096191,13.3561105728,322
Rechlin-Lärz Airport,Rechlin-laerz,DE,REB,53.306388855,12.7522220612,220
Schönhagen Airport,Schoenhagen,DE,QXH,52.203609,13.156389,152
Barth Airport,Barth,DE,BBH,54.338253,12.710515,23
"Magdeburg ""City"" Airport",Magdeburg,DE,ZMG,52.073612,11.626389,259
Cottbus-Drewitz Airport,Cottbus,DE,CBU,51.889442,14.531944,272
Berlin-Schönefeld Airport,Berlin,DE,SXF,52.380001,13.5225,157
Dresden Airport,Dresden,DE,DRS,51.1328010559082,13.767200469970703,755
Erfurt Airport,Erfurt,DE,ERF,50.97980117797852,10.958100318908691,1036
Frankfurt am Main Airport,Frankfurt,DE,FRA,50.033333,8.570556,364
Münster Osnabrück Airport,Munster,DE,FMO,52.134601593,7.68483018875,160
Hamburg Airport,Hamburg,DE,HAM,53.630401611328,9.9882297515869,53
Berlin-Tempelhof International Airport,Berlin,DE,THF,52.47299957275391,13.403900146484377,167
Cologne Bonn Airport,Cologne,DE,CGN,50.8658981323,7.1427397728,302
Düsseldorf Airport,Duesseldorf,DE,DUS,51.289501,6.76678,147
Munich Airport,Munich,DE,MUC,48.353802,11.7861,1487
Nuremberg Airport,Nuernberg,DE,NUE,49.498699,11.078056,1046
Leipzig/Halle Airport,Leipzig,DE,LEJ,51.423889,12.236389,465
Saarbrücken Airport,Saarbruecken,DE,SCN,49.2145996094,7.10950994492,1058
Stuttgart Airport,Stuttgart,DE,STR,48.6898994446,9.22196006775,1276
Berlin-Tegel Airport,Berlin,DE,TXL,52.5597,13.2877,122
Hannover Airport,Hannover,DE,HAJ,52.461101532,9.68507957458,183
Bremen Airport,Bremen,DE,BRE,53.0475006104,8.78666973114,14
Frankfurt-Egelsbach Airport,Egelsbach,DE,QEF,49.959999,8.645833,384
Frankfurt-Hahn Airport,Hahn,DE,HHN,49.9487,7.26389,1649
Mannheim-City Airport,Mannheim,DE,MHG,49.473057,8.514167,308
Eisenach-Kindel Airport,Eisenach,DE,EIB,50.991604,10.47973,1112
Siegerland Airport,Siegerland,DE,SGE,50.70769882202149,8.082969665527344,1966
Hamburg-Finkenwerder Airport,Hamburg,DE,XFW,53.5352783203125,9.835556030273438,23
Kiel-Holtenau Airport,Kiel,DE,KEL,54.37944412231445,10.145277976989746,102
Lübeck Blankensee Airport,Luebeck,DE,LBC,53.8054008484,10.7192001343,53
Essen Mulheim Airport,Essen,DE,ESS,51.40230178833008,6.9373297691345215,424
Bielefeld Airport,Bielefeld,DE,BFE,51.964722,8.544444,454
Mönchengladbach Airport,Moenchengladbach,DE,MGL,51.230278,6.504444,125
Paderborn Lippstadt Airport,Paderborn,DE,PAD,51.6141014099,8.616319656369999,699
Dortmund Airport,Dortmund,DE,DTM,51.51829910279999,7.61223983765,425
Augsburg Airport,Augsburg,DE,AGB,48.425278,10.931667,1516
Oberpfaffenhofen Airport,Oberpfaffenhofen,DE,OBF,48.081402,11.2831,1947
Straubing Airport,Straubing,DE,RBM,48.90083312988281,12.516667366027832,1047
Friedrichshafen Airport,Friedrichshafen,DE,FDH,47.6712989807,9.51148986816,1367
Schwerin Parchim Airport,Parchim,DE,SZW,53.426998,11.7834,166
Bayreuth Airport,Bayreuth,DE,BYU,49.985001,11.64,1601
Burg Feuerstein Airport,Burg Feuerstein,DE,URD,49.794166564941,11.133610725403,1673
