name,city,country_iso,code,lat,longit,alt
Destin-Ft Walton Beach Airport,Valparaiso,US,VPS,30.4832,-86.525398,87
Craig Field,Selma,US,SEM,32.343898773193,-86.987800598145,166
Key West International Airport,Key West,US,EYW,24.556100845336918,-81.75959777832031,3
Charlotte Douglas International Airport,Charlotte,US,CLT,35.2140007019043,-80.94309997558594,748
McCarran International Airport,Las Vegas,US,LAS,36.08010101,-115.1520004,2181
Orlando International Airport,Orlando,US,MCO,28.429399490356445,-81.30899810791016,96
Florence Regional Airport,Florence,US,FLO,34.18539810180664,-79.7238998413086,146
Great Falls International Airport,Great Falls,US,GTF,47.48199844,-111.3710022,3680
Youngstown Warren Regional Airport,Youngstown,US,YNG,41.26070023,-80.67910004,1192
Ladd AAF Airfield,Fort Wainwright,US,FBK,64.83750153,-147.6139984,454
Robins Air Force Base,Macon,US,WRB,32.6400985718,-83.5919036865,294
Suvarnabhumi Airport,Bangkok,TH,BKK,13.681099891662598,100.74700164794922,5
Naha Airport,Naha,ID,NAH,3.6832098960876474,125.52799987792967,16
Andi Jemma Airport,Masamba,ID,MXB,-2.55803,120.323997,164
Soroako Airport,Soroako,ID,SQR,-2.5311999320983887,121.35800170898438,1388
Pongtiku Airport,Makale,ID,TTR,-3.0447399616241,119.82199859619,2884
Wolter Monginsidi Airport,Kendari,ID,KDI,-4.081610202789307,122.41799926757812,538
Maimun Saleh Airport,Sabang,ID,SBG,5.87412977219,95.3396987915,393
Cibeureum Airport,Tasikmalaya,ID,TSY,-7.346600055690001,108.246002197,1148
Abdul Rachman Saleh Airport,Malang,ID,MLG,-7.926559925079999,112.714996338,1726
Husein Sastranegara International Airport,Bandung,ID,BDO,-6.900629997253418,107.57599639892578,2436
Penggung Airport,Cirebon,ID,CBN,-6.756140232090001,108.540000916,89
Adi Sutjipto International Airport,Yogyakarta,ID,JOG,-7.788179874420166,110.43199920654295,350
Tunggul Wulung Airport,Cilacap,ID,CXP,-7.645060062410001,109.033996582,69
Pondok Cabe Air Base,Jakarta,ID,PCB,-6.336959838867188,106.76499938964844,200
Achmad Yani Airport,Semarang,ID,SRG,-6.97273,110.375,10
Hang Nadim International Airport,Batam,ID,BTH,1.12102997303,104.119003296,126
Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,ID,TJQ,-2.74571990967,107.754997253,164
Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,ID,PGK,-2.16219997406,106.138999939,109
Raja Haji Fisabilillah International Airport,Tanjung Pinang,ID,TNJ,0.922683000565,104.531997681,52
Dabo Airport,Singkep,ID,SIQ,-0.47918900847435,104.5790023803711,95
Syamsudin Noor Airport,Banjarmasin,ID,BDJ,-3.4423599243164062,114.76300048828124,66
Batu Licin Airport,Batu Licin,ID,BTW,-3.4124100208300003,115.995002747,3
Iskandar Airport,Pangkalan Bun,ID,PKN,-2.70519995689,111.672996521,75
Tjilik Riwut Airport,Palangkaraya,ID,PKY,-2.22513008118,113.943000793,82
Maumere(Wai Oti) Airport,Maumere,ID,MOF,-8.64064979553,122.236999512,115
Ende (H Hasan Aroeboesman) Airport,Ende,ID,ENE,-8.8492898941,121.661003113,49
Frans Sales Lega Airport,Ruteng,ID,RTG,-8.5970096588135,120.47699737549,3510
El Tari Airport,Kupang,ID,KOE,-10.171600341796877,123.6709976196289,335
Komodo Airport,Labuhan Bajo,ID,LBJ,-8.48666,119.889,66
Sultan Aji Muhamad Sulaiman Airport,Balikpapan,ID,BPN,-1.26827001572,116.893997192,12
Juwata Airport,Taraken,ID,TRK,3.326667,117.569444,23
Temindung Airport,Samarinda,ID,SRI,-0.484530985355,117.156997681,33
Tanjung Santan Airport,Tanjung Santan,ID,TSX,-0.0929730013013,117.45300293,121
Selaparang Airport,Mataram,ID,AMI,-8.560709953309999,116.095001221,52
Muhammad Salahuddin Airport,Bima,ID,BMU,-8.5396499633789,118.68699645996,3
Umbu Mehang Kunda Airport,Waingapu,ID,WGP,-9.66922,120.302002,33
Juanda International Airport,Surabaya,ID,SUB,-7.379829883575439,112.78700256347656,9
Adi Sumarmo Wiryokusumo Airport,Solo City,ID,SOC,-7.516089916229248,110.75700378417967,421
Incheon International Airport,Seoul,KR,ICN,37.46910095214844,126.45099639892578,23
Chiang Mai International Airport,Chiang Mai,TH,CNX,18.7667999268,98.962600708,1036
Chiang Rai International Airport,Chiang Rai,TH,CEI,19.952299118,99.8828964233,1280
Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH,NST,8.539620399475098,99.9447021484375,13
Nakhon Ratchasima Airport,Nakhon Ratchasima,TH,NAK,14.94950008392334,102.31300354003906,765
Nakhon Phanom Airport,Nakhon Phanom,TH,KOP,17.383800506591797,104.64299774169922,587
Ubon Ratchathani Airport,Ubon Ratchathani,TH,UBP,15.2512998581,104.870002747,406
Khon Kaen Airport,Khon Kaen,TH,KKC,16.466600418099997,102.783996582,670
Sukhothai Airport,Sukhothai,TH,THS,17.238000869750977,99.81819915771484,179
Ngurah Rai (Bali) International Airport,Denpasar,ID,DPS,-8.7481698989868,115.16699981689,14
Eleftherios Venizelos International Airport,Athens,GR,ATH,37.9364013672,23.9444999695,308
Chubu Centrair International Airport,Nagoya,JP,NGO,34.8583984375,136.80499267578125,15
Kobe Airport,Kobe,JP,UKB,34.6328010559082,135.2239990234375,22
Pullman Moscow Regional Airport,Pullman,US,PUW,46.7439,-117.110001,2556
Lewiston Nez Perce County Airport,Lewiston,US,LWS,46.3745002746582,-117.01499938964844,1442
Elmira Corning Regional Airport,Elmira,US,ELM,42.1599006652832,-76.8916015625,954
Ithaca Tompkins Regional Airport,Ithaca,US,ITH,42.49100112915039,-76.4583969116211,1099
Monterey Peninsula Airport,Monterey,US,MRY,36.58700180053711,-121.84300231933594,257
Santa Barbara Municipal Airport,Santa Barbara,US,SBA,34.42620087,-119.8399963,13
Daytona Beach International Airport,Daytona Beach,US,DAB,29.179899,-81.058098,34
Liepāja International Airport,Liepaja,LV,LPX,56.51750183105469,21.096900939941406,16
Riga International Airport,Riga,LV,RIX,56.92359924316406,23.971099853515625,36
Šiauliai International Airport,Siauliai,LT,SQQ,55.89390182495117,23.395000457763672,443
Barysiai Airport,Barysiai,LT,HLJ,56.07059860229492,23.5580997467041,270
Kaunas International Airport,Kaunas,LT,KUN,54.96390151977539,24.084800720214844,256
Palanga International Airport,Palanga,LT,PLQ,55.97320175170898,21.093900680541992,33
Vilnius International Airport,Vilnius,LT,VNO,54.634102,25.285801,648
Panevėžys Air Base,Panevezys,LT,PNV,55.729400634765625,24.46080017089844,197
Zvartnots International Airport,Yerevan,AM,EVN,40.1473007202,44.3959007263,2838
Gyumri Shirak Airport,Gyumri,AM,LWN,40.7504005432,43.859298706100006,5000
Assab International Airport,Assab,ER,ASA,13.071800231933594,42.64500045776367,46
Asmara International Airport,Asmara,ER,ASM,15.291899681091309,38.91070175170898,7661
Massawa International Airport,Massawa,ER,MSW,15.670000076293944,39.37009811401367,194
Yasser Arafat International Airport,Gaza,PS,GZA,31.24640083313,34.276100158691,320
Batumi International Airport,Batumi,GE,BUS,41.6102981567,41.5997009277,105
Kopitnari Airport,Kutaisi,GE,KUT,42.176700592,42.4826011658,223
Tbilisi International Airport,Tbilisi,GE,TBS,41.6692008972,44.95470047,1624
Mukalla International Airport,Mukalla,YE,RIY,14.662599563598633,49.375,54
Ta'izz International Airport,Taiz,YE,TAI,13.6859998703,44.1390991211,4838
Hodeidah International Airport,Hodeidah,YE,HOD,14.753000259399414,42.97629928588867,41
Aden International Airport,Aden,YE,ADE,12.829500198364258,45.02880096435547,7
Ataq Airport,Ataq,YE,AXK,14.551300048828123,46.82619857788086,3735
Al Ghaidah International Airport,Al Ghaidah Intl,YE,AAY,16.191699981689453,52.17499923706055,134
Sana'a International Airport,Sanaa,YE,SAH,15.476300239562988,44.21969985961914,7216
Beihan Airport,Beihan,YE,BHN,14.781999588012695,45.72010040283203,3800
Socotra International Airport,Socotra,YE,SCT,12.63070011138916,53.905799865722656,146
Memmingen Allgau Airport,Memmingen,DE,FMM,47.9888000488,10.2395000458,2077
Nevşehir Kapadokya Airport,Nevsehir,TR,NAV,38.7719,34.5345,3100
Ministro Pistarini International Airport,Buenos Aires,AR,EZE,-34.8222,-58.5358,67
Erbil International Airport,Erbil,IQ,EBL,36.23759841918945,43.96319961547852,1341
Emerald Airport,Emerald,AU,EMD,-23.5674991608,148.179000854,624
Athen Helenikon Airport,Athens,GR,HEW,37.893299,23.726101,69
Kansai International Airport,Osaka,JP,KIX,34.42729949951172,135.24400329589844,26
Downtown-Manhattan/Wall St Heliport,New York,US,JRB,40.70119858,-74.00900269,7
Tagbilaran Airport,Tagbilaran,PH,TAG,9.665442,123.853533,38
Ilulissat Airport,Ilulissat,GL,JAV,69.2432022095,-51.0570983887,95
Qasigiannguit Heliport,Qasigiannguit,GL,JCH,68.822815547,-51.1734473705,70
Aasiaat Airport,Aasiaat,GL,JEG,68.7218017578,-52.7846984863,74
Palma De Mallorca Airport,Palma de Mallorca,ES,PMI,39.551700592,2.73881006241,27
Darwin International Airport,Darwin,AU,DRW,-12.41469955444336,130.8769989013672,103
Surat Thani Airport,Surat Thani,TH,URT,9.13259983063,99.135597229,20
Talkeetna Airport,Talkeetna,US,TKA,62.320499420166,-150.09399414062,358
Xewkija Heliport,Gozo,MT,GZM,36.027199,14.2728,0
Tweed New Haven Airport,New Haven,US,HVN,41.26369858,-72.88680267,12
Asheville Regional Airport,Asheville,US,AVL,35.43619918823242,-82.54180145263672,2165
Piedmont Triad International Airport,Greensboro,US,GSO,36.097801208496094,-79.93730163574219,925
Joe Foss Field Airport,Sioux Falls,US,FSD,43.5820007324,-96.741897583,1429
Ayers Rock Connellan Airport,Uluru,AU,AYQ,-25.1861,130.975998,1626
Manchester-Boston Regional Airport,Manchester NH,US,MHT,42.932598,-71.435699,266
Naples Municipal Airport,Naples,US,APF,26.1525993347,-81.7752990723,8
LTS Pulau Redang Airport,Redang,MY,RDN,5.765279769897461,103.00700378417967,36
Louisville International Standiford Field,Louisville,US,SDF,38.1744,-85.736,501
Charlottesville Albemarle Airport,Charlottesville VA,US,CHO,38.13859939575195,-78.4529037475586,639
Roanoke–Blacksburg Regional Airport,Roanoke VA,US,ROA,37.3255,-79.975403,1175
Blue Grass Airport,Lexington KY,US,LEX,38.0364990234375,-84.60590362548828,979
Evansville Regional Airport,Evansville,US,EVV,38.0369987488,-87.5324020386,418
Albuquerque International Sunport,Albuquerque,US,ABQ,35.040199,-106.609001,5355
Gallatin Field,Bozeman,US,BZN,45.77750015,-111.1529999,4473
Billings Logan International Airport,Billings,US,BIL,45.80770111083984,-108.54299926757812,3652
Bert Mooney Airport,Butte,US,BTM,45.95479965209961,-112.49700164794922,5550
Cherry Capital Airport,Traverse City,US,TVC,44.74140167236328,-85.58219909667969,624
Mundo Maya International Airport,Flores,GT,FRS,16.913799285899998,-89.86640167239999,427
Hancock County-Bar Harbor Airport,Bar Harbor,US,BHB,44.45000076,-68.3615036,83
Knox County Regional Airport,Rockland,US,RKD,44.06010056,-69.09919739,56
Jackson Hole Airport,Jacksn Hole,US,JAC,43.6072998046875,-110.73799896240234,6451
Chicago Rockford International Airport,Rockford,US,RFD,42.19540023803711,-89.09719848632812,742
Domodedovo International Airport,Moscow,RU,DME,55.40879821777344,37.90629959106445,588
Sanya Phoenix International Airport,Sanya,CN,SYX,18.30290031433105,109.41200256347656,92
Milford Sound Airport,Milford Sound,NZ,MFN,-44.673301696777344,167.92300415039062,10
Lijiang Airport,Lijiang,CN,LJG,26.6800003052,100.246002197,0
Greenville Spartanburg International Airport,Greenville,US,GSP,34.8956985474,-82.2189025879,964
Central Illinois Regional Airport at Bloomington-Normal,Bloomington,US,BMI,40.47710037,-88.91590118,871
Gulfport Biloxi International Airport,Gulfport,US,GPT,30.40730094909668,-89.07009887695312,28
Kalamazoo Battle Creek International Airport,Kalamazoo,US,AZO,42.234901428222656,-85.5521011352539,874
Toledo Express Airport,Toledo,US,TOL,41.58679962,-83.80780029,683
Fort Wayne International Airport,Fort Wayne,US,FWA,40.97850037,-85.19509888,814
Decatur Airport,Decatur,US,DEC,39.834598541259766,-88.8656997680664,682
The Eastern Iowa Airport,Cedar Rapids,US,CID,41.88470077514648,-91.71080017089844,869
La Crosse Municipal Airport,La Crosse,US,LSE,43.879002,-91.256699,655
Central Wisconsin Airport,Wassau,US,CWA,44.7775993347,-89.6668014526,1277
General Wayne A. Downing Peoria International Airport,Peoria,US,PIA,40.664199829100006,-89.6932983398,660
Appleton International Airport,Appleton,US,ATW,44.2580986023,-88.5190963745,918
Rochester International Airport,Rochester,US,RST,43.90829849243164,-92.5,1317
University of Illinois Willard Airport,Champaign,US,CMI,40.03919983,-88.27809906,755
Manhattan Regional Airport,Manhattan,US,MHK,39.14099884033203,-96.6707992553711,1057
Kingscote Airport,Kingscote,AU,KGC,-35.71390151977539,137.52099609375,24
Hervey Bay Airport,Hervey Bay,AU,HVB,-25.3188991547,152.880004883,60
Dali Airport,Dali,CN,DLU,25.649401,100.319,7050
Mulu Airport,Mulu,MY,MZV,4.048329830169678,114.80500030517578,80
Sharm El Sheikh International Airport,Sharm El Sheikh,EG,SSH,27.9773006439,34.3950004578,143
Venango Regional Airport,Franklin,US,FKL,41.3778991699,-79.8603973389,1540
Jomo Kenyatta International Airport,Nairobi,KE,NBO,-1.31923997402,36.9277992249,5330
Seronera Airport,Seronera,TZ,SEU,-2.45806,34.822498,5080
El Calafate Airport,El Calafate,AR,FTE,-50.2803,-72.053101,669
Armidale Airport,Armidale,AU,ARM,-30.5280990601,151.617004395,3556
Grand Junction Regional Airport,Grand Junction,US,GJT,39.1223983765,-108.527000427,4858
St George Municipal Airport,Saint George,US,SGU,37.036389,-113.510306,2941
David Wayne Hooks Memorial Airport,Houston,US,DWH,30.0618000031,-95.5528030396,152
Sarasota Bradenton International Airport,Sarasota,US,SRQ,27.39539909362793,-82.55439758300781,30
L.F. Wade International International Airport,Bermuda,BM,BDA,32.36399841308594,-64.67870330810547,12
Van Nuys Airport,Van Nuys,US,VNY,34.209800720215,-118.48999786377,802
Quad City International Airport,Moline,US,MLI,41.44850158691406,-90.50749969482422,590
Panama City-Bay Co International Airport,Panama City,US,PFN,30.212099,-85.6828,20
Honiara International Airport,Honiara,SB,HIR,-9.4280004501343,160.05499267578,28
Faa'a International Airport,Papeete,PF,PPT,-17.553699,-149.606995,5
Nauru International Airport,Nauru,NR,INU,-0.547458,166.919006,22
Funafuti International Airport,Funafuti,TV,FUN,-8.525,179.195999,9
Tolmachevo Airport,Novosibirsk,RU,OVB,55.012599945068,82.650703430176,365
Xieng Khouang Airport,Phon Savan,LA,XKH,19.450001,103.157997,3445
Bismarck Municipal Airport,Bismarck,US,BIS,46.77270126342773,-100.74600219726562,1661
Telluride Regional Airport,Telluride,US,TEX,37.9538002,-107.9079971,9070
Mae Hong Son Airport,Mae Hong Son,TH,HGN,19.301300048828125,97.97579956054688,929
Rapid City Regional Airport,Rapid City,US,RAP,44.0452995300293,-103.05699920654295,3204
Mc Clellan-Palomar Airport,Carlsbad,US,CLD,33.12829971,-117.2799988,331
Bishop International Airport,Flint,US,FNT,42.96540069580078,-83.74359893798828,782
Francisco Bangoy International Airport,Davao,PH,DVO,7.1255202293396,125.64600372314452,96
Madeira Airport,Funchal,PT,FNC,32.697899,-16.7745,192
Maestro Wilson Fonseca Airport,Santarem,BR,STM,-2.424721956253052,-54.785831451416016,198
Sihanoukville International Airport,Sihanoukville,KH,KOS,10.57970047,103.637001038,33
Ekati Airport,Ekati,CA,YOA,64.6988983154,-110.614997864,1536
Hawke's Bay Airport,NAPIER,NZ,NPE,-39.465801,176.869995,6
Levuka Airfield,Levuka,FJ,LEV,-17.7110996246,178.759002686,11
Lhasa Gonggar Airport,Lhasa,CN,LXA,29.2978000641,90.9119033813,11713
Redding Municipal Airport,Redding,US,RDD,40.50899887,-122.2929993,505
Mahlon Sweet Field,Eugene,US,EUG,44.12459945678711,-123.21199798583984,374
Idaho Falls Regional Airport,Idaho Falls,US,IDA,43.514599,-112.070999,4744
Rogue Valley International Medford Airport,Medford,US,MFR,42.37419891357422,-122.8730010986328,1335
Kaikoura Airport,Kaikoura,NZ,KBZ,-42.42499923706055,173.60499572753906,20
Roberts Field,Redmond-Bend,US,RDM,44.2541008,-121.1500015,3080
Picton Aerodrome,Picton,NZ,PCN,-41.346099853516,173.95599365234,161
Hosea Kutako International Airport,Windhoek,,WDH,-22.4799,17.4709,5640
Victoria Harbour Seaplane Base,Victoria,CA,YWH,48.4249858939,-123.388867378,0
Yaoqiang Airport,Jinan,CN,TNA,36.857200622558594,117.21600341796876,76
Changzhou Benniu Airport,Changzhou,CN,CZX,31.919701,119.778999,0
Yibin Caiba Airport,Yibin,CN,YBP,28.8005555556,104.545,924
Roshchino International Airport,Tyumen,RU,TJM,57.1896018982,65.3243026733,378
Akron Canton Regional Airport,Akron,US,CAK,40.91609954833984,-81.44219970703125,1228
Huntsville International Carl T Jones Field,Huntsville,US,HSV,34.637199401855,-86.775100708008,629
Mid Ohio Valley Regional Airport,PARKERSBURG,US,PKB,39.34510040283203,-81.43920135498047,858
Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,US,MGM,32.30059814,-86.39399719,221
Tri-Cities Regional TN/VA Airport,BRISTOL,US,TRI,36.475201,-82.407401,1519
Barkley Regional Airport,PADUCAH,US,PAH,37.06079864501953,-88.7738037109375,410
Djibouti-Ambouli Airport,Djibouti,DJ,JIB,11.547300338745115,43.15950012207031,49
Haikou Meilan International Airport,Haikou,CN,HAK,19.93490028381348,110.45899963378906,75
Mafia Island Airport,Mafia Island,TZ,MFA,-7.917478,39.668502,60
Page Municipal Airport,Page,US,PGA,36.92610168,-111.447998,4316
Utila Airport,Utila,HN,UII,16.1131,-86.880302,29
Glacier Park International Airport,Kalispell,US,FCA,48.31050109863281,-114.25599670410156,2977
MBS International Airport,Saginaw,US,MBS,43.532901763916016,-84.07959747314453,668
Greater Binghamton/Edwin A Link field,Binghamton,US,BGM,42.20869827,-75.97979736,1636
Baghdad International Airport,Baghdad,IQ,BGW,33.262500762900004,44.2346000671,114
Nan Airport,Nan,TH,NNT,18.807899475097656,100.78299713134766,685
Roi Et Airport,Roi Et,TH,ROI,16.11680030822754,103.77400207519533,451
Buri Ram Airport,Buri Ram,TH,BFV,15.229499816894531,103.25299835205078,590
Trat Airport,Trat,TH,TDX,12.274600029,102.319000244,105
Blythe Airport,Blythe,US,BLH,33.6192016602,-114.717002869,399
Al Asad Air Base,Al Asad,IQ,IQA,33.7855987549,42.4412002563,618
Al Taqaddum Air Base,Al Taqaddum,IQ,TQD,33.33810043335,43.597099304199,275
Joint Base Balad,Al Bakr,IQ,XQC,33.940200805699995,44.361598968500005,161
Diosdado Macapagal International Airport,Angeles City,PH,CRK,15.186,120.559998,484
Sandakan Airport,Sandakan,MY,SDK,5.900899887084961,118.05899810791016,46
Luang Namtha Airport,Luang Namtha,LA,LXG,20.966999,101.400002,1968
Oudomsay Airport,Muang Xay,LA,ODY,20.68269920349121,101.99400329589844,1804
Taoxian Airport,Shenyang,CN,SHE,41.63980102539063,123.48300170898438,198
Dongying Shengli Airport,Dongying,CN,DOY,37.5085983276,118.788002014,15
John A. Osborne Airport,Geralds,MS,MNI,16.791400909423828,-62.19329833984375,550
Petersburg James A Johnson Airport,Petersburg,US,PSG,56.80170059,-132.9450073,111
Luoyang Airport,Luoyang,CN,LYA,34.741100311299995,112.388000488,840
Xuzhou Guanyin Airport,Xuzhou,CN,XUZ,34.059056,117.555278,0
Lien Khuong Airport,Dalat,VN,DLI,11.75,108.366997,3156
Dong Hoi Airport,Dong Hoi,VN,VDH,17.515,106.590556,59
Rach Gia Airport,Rach Gia,VN,VKG,9.95802997234,105.132379532,7
Cà Mau Airport,Ca Mau,VN,CAH,9.177667,105.177778,6
Chu Lai International Airport,Chu Lai,VN,VCL,15.4033002853,108.706001282,10
Dong Tac Airport,Tuy Hoa,VN,TBB,13.0495996475,109.333999634,20
Mae Hong Son Airport,Pai,TH,PYY,19.3719997406,98.43699646,1271
Bol Airport,Brac,HR,BWK,43.28570175170898,16.67970085144043,1776
Yaoundé Nsimalen International Airport,Yaounde,CM,NSI,3.722559928894043,11.553299903869627,2278
Conakry International Airport,Conakry,GN,CKY,9.57689,-13.612,72
Aachen-Merzbrück Airport,Aachen,DE,AAH,50.823055267333984,6.186388969421387,623
Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,DE,FKB,48.7793998718,8.08049964905,408
Orlando Sanford International Airport,Sanford,US,SFB,28.7775993347168,-81.23750305175781,55
John Murtha Johnstown Cambria County Airport,Johnstown,US,JST,40.31610107421875,-78.83390045166016,2284
Lukla Airport,Lukla,NP,LUA,27.686899185180664,86.72969818115234,9380
Bhojpur Airport,Bhojpur,NP,BHP,27.14739990234375,87.05079650878906,4000
Lamidanda Airport,Lamidanda,NP,LDN,27.25309944152832,86.66999816894531,4100
Jomsom Airport,Jomsom,NP,JMO,28.780426,83.723,8976
Manang Airport,Manang,NP,NGX,28.641399,84.089203,11001
Phaplu Airport,Phaplu,NP,PPL,27.517787,86.584454,7918
Rumjatar Airport,Rumjatar,NP,RUM,27.30349922180176,86.55039978027344,4500
Tulsipur Airport,Dang,NP,DNP,28.111099243164062,82.29419708251953,2100
Rukum Chaurjahari Airport,Rukumkot,NP,RUK,28.627001,82.195,2500
Jumla Airport,Jumla,NP,JUM,29.2742,82.193298,7700
Taplejung Airport,Taplejung,NP,TPJ,27.3509,87.69525,7990
Tumling Tar Airport,Tumling Tar,NP,TMI,27.315001,87.193298,1700
Surkhet Airport,Surkhet,NP,SKH,28.586,81.636002,2400
Simikot Airport,Simikot,NP,IMK,29.971099853515625,81.81890106201172,9246
Dolpa Airport,Dolpa,NP,DOP,28.985700607299805,82.81909942626953,8200
Bajhang Airport,Bajhang,NP,BJH,29.53899955749512,81.1854019165039,4100
Dhangarhi Airport,Dhangarhi,NP,DHI,28.75329971313477,80.58190155029297,690
Muan International Airport,Muan,KR,MWX,34.991406,126.382814,35
Astypalaia Airport,Astypalaia,GR,JTY,36.5798988342,26.3757991791,165
Ikaria Airport,Ikaria,GR,JIK,37.6827011108,26.3470993042,79
Kalymnos Airport,Kalymnos,GR,JKL,36.9632987976,26.9405994415,771
Milos Airport,Milos,GR,MLO,36.696899,24.4769,10
Naxos Airport,Cyclades Islands,GR,JNX,37.0811004639,25.3680992126,10
Paros National Airport,Paros,GR,PAS,37.020495,25.113195,131
Kastelorizo Airport,Kastelorizo,GR,KZS,36.1417007446,29.576400756799995,489
Marsa Alam International Airport,Marsa Alam,EG,RMF,25.557100296,34.5836982727,251
Weeze Airport,Weeze,DE,NRN,51.6024017334,6.14216995239,106
Francisco B. Reyes Airport,Busuanga,PH,USU,12.1215000153,120.099998474,148
Bancasi Airport,Butuan,PH,BXU,8.9515,125.4788,141
Dipolog Airport,Dipolog,PH,DPL,8.60198349877,123.341875076,12
Laoag International Airport,Laoag,PH,LAO,18.1781005859375,120.53199768066406,25
Legazpi City International Airport,Legazpi,PH,LGP,13.1575,123.735,66
Labo Airport,Ozamis,PH,OZC,8.178509712219238,123.84200286865234,75
Mactan Cebu International Airport,Cebu,PH,CEB,10.307499885559,123.97899627686,31
Norden-Norddeich Airport,Norden,DE,NOD,53.6330566406,7.19027805328,3
Juist Airport,Juist,DE,JUI,53.68111038208008,7.055832862854004,7
Porto Seguro Airport,Porto Seguro,BR,BPS,-16.438601,-39.080898,168
Iguatu Airport,Iguatu,BR,QIG,-6.346640110015869,-39.29380035400391,699
Brigadeiro Lysias Rodrigues Airport,Palmas,BR,PMW,-10.2915000916,-48.35699844359999,774
Nelson Ribeiro Guimarães Airport,Caldas Novas,BR,CLV,-17.725299835205,-48.607498168945,2247
Missoula International Airport,Missoula,US,MSO,46.91630173,-114.0910034,3206
Blackall Airport,Blackall,AU,BKQ,-24.427799224900003,145.429000854,928
Bundaberg Airport,Bundaberg,AU,BDB,-24.9039001465,152.319000244,107
Grand Canyon National Park Airport,Grand Canyon,US,GCN,35.95240020751953,-112.14700317382812,6609
Sugar Land Regional Airport,Sugar Land,US,SGR,29.622299194336,-95.65650177002,82
Centennial Airport,Denver,US,APA,39.57009888,-104.848999,5885
Clovis Municipal Airport,Clovis,US,CVN,34.4250984192,-103.07900238,4216
Fort Stockton Pecos County Airport,Fort Stockton,US,FST,30.9157009125,-102.916000366,3011
Las Vegas Municipal Airport,Las Vegas,US,LVS,35.6542015076,-105.141998291,6877
West Houston Airport,Houston,US,IWS,29.8181991577,-95.6725997925,111
Las Cruces International Airport,Las Cruces,US,LRU,32.289398193359375,-106.9219970703125,4456
Stephens County Airport,Breckenridge,US,BKD,32.71900177,-98.8909988403,1284
Draughon Miller Central Texas Regional Airport,Temple,US,TPL,31.15250015258789,-97.40779876708984,682
Ozona Municipal Airport,Ozona,US,OZA,30.735300064087,-101.20300292969,2381
Kaadedhdhoo Airport,Kaadedhdhoo,MV,KDM,0.4881309866905212,72.99690246582031,2
Aklavik/Freddie Carmichael Airport,Aklavik,CA,LAK,68.223297,-135.00599,23
Déline Airport,Deline,CA,YWJ,65.21109771728516,-123.43599700927734,703
Tulita Airport,Tulita,CA,ZFN,64.909697,-125.572998,332
Fort Good Hope Airport,Fort Good Hope,CA,YGH,66.24079895019531,-128.6510009765625,268
Tanna Airport,Tanna,VU,TAH,-19.45509910583496,169.2239990234375,19
Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA,YPC,69.3608381154,-124.075469971,15
El Trompillo Airport,Santa Cruz,BO,SRZ,-17.8115997314,-63.1715011597,1371
Juancho E. Yrausquin Airport,Saba,AN,SAB,17.645000457763672,-63.220001220703125,60
Eagle County Regional Airport,Vail,US,EGE,39.64260101,-106.9179993,6548
Stokmarknes Skagen Airport,Stokmarknes,NO,SKN,68.578826904297,15.033416748047,11
Cuyahoga County Airport,Richmond Heights,US,CGF,41.5651016235,-81.4863967896,879
Mansfield Lahm Regional Airport,Mansfield,US,MFD,40.82139968869999,-82.5166015625,1297
Columbus Metropolitan Airport,Columbus,US,CSG,32.516300201416016,-84.93890380859375,397
Lawton Fort Sill Regional Airport,Lawton,US,LAW,34.5676994324,-98.4166030884,1110
Northern Colorado Regional Airport,Fort Collins,US,FNL,40.451804,-105.011,5016
Flagstaff Pulliam Airport,Flagstaff,US,FLG,35.13850021,-111.6709976,7014
Lake Tahoe Airport,South Lake Tahoe,US,TVL,38.89390182495117,-119.99500274658205,6264
Joslin Field Magic Valley Regional Airport,Twin Falls,US,TWF,42.4818,-114.487999,4154
Martha's Vineyard Airport,Vineyard Haven MA,US,MVY,41.3931007385,-70.6143035889,67
Concord Municipal Airport,Concord NH,US,CON,43.20270157,-71.50229645,342
Groton New London Airport,Groton CT,US,GON,41.3301010131836,-72.04509735107422,9
St Cloud Regional Airport,Saint Cloud,US,STC,45.54660034179688,-94.05989837646484,1031
Golden Triangle Regional Airport,Columbus Mississippi,US,GTR,33.450298309299995,-88.5914001465,264
Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,RU,GOJ,56.230098724365,43.784000396729,256
Bowerman Airport,Hoquiam,US,HQM,46.9711990356,-123.93699646,18
Erie International Tom Ridge Field,Erie,US,ERI,42.0831270134,-80.1738667488,732
Barnstable Municipal Boardman Polando Field,Barnstable,US,HYA,41.66930008,-70.28040314,54
San Pedro Airport,San Pedro,BZ,SPR,17.9139,-87.9711,4
Sedona Airport,Sedona,US,SDX,34.848598480225,-111.78800201416,4830
Morgantown Municipal Walter L. Bill Hart Field,Morgantown,US,MGW,39.64289856,-79.91629791,1248
Yeager Airport,Charleston,US,CRW,38.37310028076172,-81.59320068359375,981
